job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
AI/ML Engineer,Simpson Strong-Tie Vietnam,Ho Chi Minh City,2026-06-08,,,,Full-time,Senior,3.1,"AI, PyTorch, Machine Learning, Computer Vision, Python",itviec,True
Frontend Developer,SOLIS LAB,Hanoi,2026-06-08,,,,Full-time,,0.8,"CSS, Vue, React, JavaScript, Wordpress, Shopify",itviec,True
ERP/CRM Specialist,Pacific Technology,Ho Chi Minh City,2026-06-08,,,,Full-time,Senior,3.1,"Project Management, ERP",itviec,True
QA/Tester,Capgemini Vietnam,Ho Chi Minh City,2026-06-08,,,,Full-time,Senior,0.8,"Automation Test, Java",itviec,True
Backend Developer,SHINHAN DS,Ho Chi Minh City,2026-06-08,,,,Full-time,Senior,3.1,"Java, API, Spring Boot, Oracle",itviec,True
AI/ML Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh City,2026-06-08,,,,Full-time,,3.1,"AI, LLM, Go, Python",itviec,True
AI/ML Engineer,Renesas Design Vietnam,Ho Chi Minh City,2026-06-08,,,,Full-time,Senior,3.1,"SQL, Python",itviec,True
Fullstack/Software Engineer,FUJIFILM Business Innovation Việt Nam,Ho Chi Minh City,2026-06-08,,,,Full-time,,3.1,"C++, JavaScript, Japanese",itviec,True
Project Manager,NEC Vietnam,Hanoi,2026-06-08,,,,Full-time,Manager+,3.1,"Java, C#, Japanese, Project Management",itviec,True
Other,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),Hanoi,2026-06-08,,,,Full-time,,3.1,"Cybersecurity, Security",itviec,True
Mobile Developer,"ANDPAD VietNam Co., Ltd",Hanoi,2026-06-08,,,,Full-time,,3.1,"iOS, Swift, AWS, English",itviec,True
IT Manager,ITviec Recruitment Consulting,Ho Chi Minh City,2026-06-07,,,,Full-time,Manager+,5.1,"Java, Kafka, AI, Spring Boot, API, CI/CD",itviec,True
System/Network Admin,LG CNS Việt Nam,Hanoi,2026-06-07,,,,Full-time,Intern,0.8,,itviec,True
AI/ML Engineer,DNSE,Hanoi,2026-06-07,,,,Full-time,,3.1,"AI, Computer Vision, TensorFlow, PyTorch, Python",itviec,True
Embedded Engineer,Hitachi Digital Services,Ho Chi Minh City,2026-06-07,,,,Full-time,Senior,3.1,"Linux, Kotlin, C++, English",itviec,True
Cloud Engineer,PVcomBank,Hanoi,2026-06-07,,,,Full-time,,3.1,"Windows Server, VMware",itviec,True
