job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
IT Manager,SAPP Academy,Hanoi,2026-05-15,,,,Full-time,Mid,,,linkedin,True
DevOps/Infra Engineer,"Universal Scientific Industrial Co., Ltd.",Other,2026-05-08,,,,Full-time,Mid,1.0,"Python, SQL",linkedin,True
Other,ITC Worldwide,Other,2025-07-26,,,,Full-time,Mid,3.0,"Python, Azure, Jenkins, SQL, Git, DevOps, Agile, Scrum, Windows Server, REST, Excel, Jira, Confluence, ITIL, Networking, Security, Cybersecurity",linkedin,True
Other,Cty TNHH MTV Toyota Phú Mỹ Hưng,Other,2026-03-23,,,,Full-time,Mid,,,linkedin,True
System/Network Admin,HCLTech Vietnam,Other,2026-04-24,,,,Full-time,Mid,2.0,"Scala, REST, SAP, ITIL, Security",linkedin,True
System/Network Admin,XP Power,Other,2026-05-08,,,,Full-time,Mid,3.0,"Linux, Active Directory, Networking, Security",linkedin,True
System/Network Admin,Công ty cổ phần Expro,Ho Chi Minh City,2026-03-23,,,,Full-time,Mid,2.0,,linkedin,True
System/Network Admin,Công Ty TNHH Artist,Other,2026-04-22,,,,Full-time,Mid,,,linkedin,True
System/Network Admin,Công Ty Cổ Phần Max Việt Nam,Hanoi,2026-04-22,,,,Full-time,Mid,,,linkedin,True
System/Network Admin,FUSION Marketing,Other,2026-04-22,,,,Full-time,Mid,,,linkedin,True
Other,Aviation JobSearch Europa,Other,2026-05-15,,,,Contract,Mid,,Excel,linkedin,True
System/Network Admin,Sapo Technology JSC,Ho Chi Minh City,2026-05-15,,,,Full-time,Mid,1.0,,linkedin,True
System/Network Admin,Công Ty CP Thiết Kế - Xây Dựng Kiến Trúc Việt,Ho Chi Minh City,2026-04-22,,,,Full-time,Mid,,,linkedin,True
DevOps/Infra Engineer,Xspera,Other,2025-09-24,,,,Full-time,Mid,5.0,"Python, Perl, Azure, SQL, Excel, ITIL, Active Directory, Firewall, Security",linkedin,True
IT Manager,JAC Recruitment,Ho Chi Minh City,2026-05-22,,,,Full-time,Mid,,"Jira, Security",linkedin,True
IT Manager,Công Ty TNHH DV Và TM Mesa,Ho Chi Minh City,2026-04-22,,,,Full-time,Mid,,"SQL, MySQL, API",linkedin,True
System/Network Admin,CMC Technology & Solution (CMC TS),Other,2026-05-15,,,,Full-time,Mid,1.0,"Windows Server, Active Directory",linkedin,True
