job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Product Manager/Owner,Công ty TNHH Công nghệ và Truyền thông Thiên Khôi,Hanoi,2026-05-28,,,,Full-time,Mid,,"Jira, Scrum, Agile",itviec,True
Security Engineer,TIKI,Ho Chi Minh City,2026-05-28,,,,Full-time,Fresher,,"CI/CD, Python",itviec,True
Database Administrator,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),Hanoi,2026-05-28,,,,Full-time,Fresher,,"Oracle, Python, SQL, PostgreSQL",itviec,True
ERP/CRM Specialist,xboss,Ho Chi Minh City,2026-05-28,,,,Full-time,Fresher,,"Oracle, SAP, ERP, Odoo",itviec,True
Business Analyst,AITS | Vietnam Airlines,Hanoi,2026-05-28,,,,Full-time,Junior,,English,itviec,True
AI/ML Engineer,Techcombank,Hanoi,2026-05-28,,,,Full-time,Senior,,"AI, Databricks, LLM, Python",itviec,True
QA/Tester,Smilegate Vietnam,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"Automation Test, Scrum, Selenium, Agile",itviec,True
IT Support,Spiraledge,Ho Chi Minh City,2026-05-27,,,,Full-time,Intern,,"Linux, AI",itviec,True
Backend Developer,NEC Vietnam,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,".NET, React, CI/CD, ASP.NET, Japanese",itviec,True
Frontend Developer,My Audit Corner,Hanoi,2026-05-27,,,,Remote,Fresher,,"FastAPI, English, TypeScript, Vue, Python",itviec,True
Embedded Engineer,Hella Vietnam,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,Embedded,itviec,True
Data Analyst,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,"Power BI, Oracle, PostgreSQL, SQL",itviec,True
QA/Tester,Gene Solutions,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"API, Postman, SQL",itviec,True
DevOps/Infra Engineer,Mynavi TechTus Vietnam,Da Nang,2026-05-27,,,,Full-time,Fresher,,"DevOps, Terraform, Linux, Kubernetes, AWS",itviec,True
Solution Architect,National Citizen Bank | NCB,Hanoi,2026-05-27,,,,Full-time,Fresher,,"Docker, Microservices",itviec,True
Frontend Developer,CubiCasa,Ho Chi Minh City,2026-05-27,,,,Full-time,Intern,,"English, Git, Vue",itviec,True
Backend Developer,CodeLink,Hanoi,2026-05-27,,,,Full-time,Senior,,"Ruby on Rails, AI, Security, React Native, React, Python",itviec,True
Fullstack/Software Engineer,Kingfoodmart,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,Automation Test,itviec,True
IT Manager,"Southern Technology Development Company, Ltd",Ho Chi Minh City,2026-05-27,,,,Full-time,Manager+,,"SAP, Oracle",itviec,True
Solution Architect,Dirox,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"AWS, DevOps",itviec,True
Backend Developer,DTS Software Vietnam,Hanoi,2026-05-27,,,,Full-time,Intern,,"C++, C#",itviec,True
Game Developer,Athena Studio,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,"Agile, English, AI, C#",itviec,True
DevOps/Infra Engineer,One Mount Group,Hanoi,2026-05-27,,,,Full-time,Fresher,,"Docker, Nginx, Node.js, JavaScript, Python, Kubernetes",itviec,True
AI/ML Engineer,Chotot,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"Machine Learning, English, SQL, Python, AI",itviec,True
Project Manager,NEC Vietnam,Hanoi,2026-05-27,,,,Full-time,Senior,,"Japanese, Project Management",itviec,True
AI/ML Engineer,Smart Pay,Ho Chi Minh City,2026-05-27,,,,Full-time,Manager+,,AI,itviec,True
Backend Developer,CÔNG TY CỔ PHẦN METAFORCE,Hanoi,2026-05-27,,,,Full-time,Fresher,,"Java, Spring Boot, OOP, C++, SQL",itviec,True
Fullstack/Software Engineer,RAKSUL Vietnam,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"Ruby on Rails, Spring Boot, Java, JavaScript, AWS",itviec,True
AI/ML Engineer,MB Bank,Hanoi,2026-05-27,,,,Full-time,Senior,,"AI, LLM, Deep Learning, Machine Learning, Computer Vision, NLP",itviec,True
QA/Tester,Titan DMS,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,"CI/CD, Automation Test, Agile, English",itviec,True
Backend Developer,Transaction Technologies,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"Java, OOP, NoSQL, Oracle, SQL",itviec,True
AI/ML Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Hanoi,2026-05-27,,,,Full-time,Fresher,,"DevOps, LLM, AWS, AI, English",itviec,True
Backend Developer,VNGGames,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,"Java, Go",itviec,True
QA/Tester,KMS Technology,Ho Chi Minh City,2026-05-27,,,,Full-time,Fresher,,"Automation Test, English",itviec,True
AI/ML Engineer,KMS Technology,Ho Chi Minh City,2026-05-27,,,,Full-time,Senior,,"LLM, AI, English",itviec,True
