job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
IT Support,CMC Global Company Limited.,Hanoi,2026-04-08,,,,Full-time,Mid,2.0,"Azure, Excel, Jira, Confluence, Security, Cybersecurity",linkedin,True
Business Analyst,724SOFTWARE,Hanoi,2026-05-07,,,,Full-time,Junior,1.0,"Agile, Scrum, AI, Excel, Jira, Confluence, Project Management",linkedin,True
Data Analyst,SUNJIN VIỆT NAM,Other,1 year ago,,,,Full-time,Mid,1.0,"Python, AWS, Azure, SQL, Power BI, Tableau, Excel, Security",linkedin,True
System/Network Admin,DIGI-TEXX VIETNAM,Ho Chi Minh City,2026-05-01,,,,Full-time,Junior,5.0,"Linux, VPN, Security",linkedin,True
Other,Wanek Furniture,Other,2026-05-05,,,,Full-time,Junior,,,linkedin,True
IT Manager,Discova,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"Agile, Excel, Security, CRM, Project Management",linkedin,True
Sales/Presales,CNK Consulting Vietnam,Hanoi,2026-05-07,5000000.0,20000000.0,VND,Full-time,Senior,4.0,,linkedin,False
Fullstack/Software Engineer,Holistics Data,Other,2025-07-12,,,,Internship,Mid,,"Java, JavaScript, TypeScript, Ruby, Angular, Vue, PostgreSQL, Redis, REST, HTML, Sketch",linkedin,True
Other,"WEBIE VIETNAM CO., LTD",Other,2026-05-07,,,,Internship,Intern,,,linkedin,True
Embedded Engineer,Ban Vien Corporation,Ho Chi Minh City,2026-05-07,,,,Full-time,Junior,,"Rust, CI/CD, Linux, HTML",linkedin,True
Other,EY,Ho Chi Minh City,2026-05-05,,,,Internship,Mid,,"Rust, REST, AI, SAP",linkedin,True
DevOps/Infra Engineer,EPOS,Ho Chi Minh City,2026-03-09,,,,Full-time,Senior,,"Scala, Docker, Kubernetes, AWS, Azure, GCP, Terraform, Ansible, Jenkins, GitLab CI, GitHub Actions, CI/CD, DevOps, Agile, Scrum, Security",linkedin,True
Other,CNK Consulting Vietnam,Other,2026-02-07,,,,Full-time,Mid,5.0,AI,linkedin,True
Security Engineer,Life at Viettel Cyber Security,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,1.0,"Java, JavaScript, Jenkins, Linux, REST, Excel, Security, Cybersecurity",linkedin,True
Backend Developer,AMBER FINTECH CORPORATION,Hanoi,2026-04-08,,,,Full-time,Mid,2.0,"Java, JavaScript, Angular, .NET, ASP.NET, SQL, MongoDB, PostgreSQL, MySQL, Redis, Elasticsearch, HTML, CSS, API",linkedin,True
DevOps/Infra Engineer,TRG International,Ho Chi Minh City,2026-04-17,,,,Full-time,Mid,3.0,"Python, AWS, Azure, SQL, REST, Networking, Firewall, VPN, Security, ERP",linkedin,True
Fullstack/Software Engineer,OPSWAT,Ho Chi Minh City,2026-04-10,,,,Full-time,Mid,,"C++, Rust, Express, Docker, AWS, Git, CI/CD, Linux, REST, Excel, API, Security, Cybersecurity",linkedin,True
Other,Netcompany,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,,"Java, Go, React, Angular, Node.js, .NET, SQL, Agile, REST, AI, SASS, Excel, Salesforce, Security, CRM",linkedin,True
Business Analyst,Intrepid Asia,Ho Chi Minh City,2026-05-03,,,,Full-time,Mid,2.0,"Scala, Agile, Excel, Figma, Sketch",linkedin,True
Other,CEO Group,Other,1 year ago,,,,Full-time,Mid,1.0,"Linux, Firewall",linkedin,True
QA/Tester,MoMo (M_Service),Ho Chi Minh City,2026-04-10,,,,Internship,Intern,,"Python, Java, JavaScript, Spring, SQL, Excel, Selenium, API",linkedin,True
Security Engineer,Rework Career,Hanoi,2026-05-04,22500000.0,30000000.0,VND,Full-time,Junior,,"REST, AI, CRM",linkedin,False
IT Manager,Rize,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,7.0,"Go, Scala, Excel",linkedin,True
Business Analyst,Xspera,Other,2025-10-10,,,,Full-time,Mid,3.0,"Agile, Scrum, Project Management",linkedin,True
System/Network Admin,PERSOL APAC,Hanoi,2026-04-10,,,,Full-time,Junior,2.0,"ITIL, Networking, Firewall, Security",linkedin,True
System/Network Admin,FPT Telecom International,Hanoi,2026-01-08,,,,Full-time,Junior,,"NoSQL, Linux, VMware, Hyper-V, Networking, Firewall",linkedin,True
DevOps/Infra Engineer,BOS Semiconductors,Ho Chi Minh City,2026-05-07,,,,Full-time,Senior,7.0,"Python, Go, Django, Jenkins, Kafka, CI/CD, DevOps, Linux, REST, AI, API",linkedin,True
Business Analyst,DXC Technology,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"REST, AI",linkedin,True
IT Manager,Transit Line,Ho Chi Minh City,2026-05-05,,,,Full-time,Manager+,,REST,linkedin,True
Other,Home Credit Vietnam,Ho Chi Minh City,2026-05-01,,,,Full-time,Mid,20.0,,linkedin,True
Consultant,Cotalent,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,5.0,"REST, ERP",linkedin,True
Other,gbc engineers,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,8.0,"Linux, REST, Excel, VMware, Security, Cybersecurity, Project Management",linkedin,True
Fullstack/Software Engineer,AvePoint,Hanoi,2026-05-01,,,,Full-time,Mid,,"Java, JavaScript, .NET, HTML",linkedin,True
QA/Tester,Colonist,Ho Chi Minh City,2026-04-17,37500000.0,75000000.0,VND,Full-time,Mid,,"Go, AI, Selenium, Cypress",linkedin,False
Other,Vietlink,Other,2026-04-24,,,,Full-time,Mid,,"Python, Java, PHP, React, Node.js, Docker, AWS, GCP, GitHub Actions, Git, CI/CD, Agile, Scrum, REST, Excel, Jira, Confluence, Figma, API, Project Management",linkedin,True
Backend Developer,GoTymeX,Ho Chi Minh City,2026-04-24,,,,Full-time,Intern,,"Java, Spring, Spring Boot, Docker, AWS, SQL, Kafka, Git, CI/CD, Agile, REST, Microservices, AI, API",linkedin,True
QA/Tester,CEVA Logistics,Ho Chi Minh City,2026-05-07,,,,Full-time,Junior,,"Java, .NET, ASP.NET, Azure, SQL, DevOps, Agile, Scrum, Excel, API",linkedin,True
Fullstack/Software Engineer,NMS,Hanoi,1 year ago,,,,Full-time,Mid,,"Java, PHP, Angular, SQL, MySQL",linkedin,True
Sales/Presales,Politetech Software,Hanoi,2026-05-05,,,,Full-time,Mid,3.0,"Excel, Salesforce, CRM",linkedin,True
Security Engineer,CyStack,Hanoi,2026-03-09,,,,Full-time,Mid,,".NET, Blockchain, Security, CRM",linkedin,True
Fullstack/Software Engineer,Coherent Corp.,Other,2026-04-24,,,,Full-time,Senior,5.0,"Rust, Excel, Networking, Security, Project Management",linkedin,True
QA/Tester,Netcompany,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,,"Java, Go, React, Angular, Node.js, .NET, SQL, Agile, REST, SASS, Excel, Salesforce, CRM",linkedin,True
Business Analyst,Softel Solutions,Hanoi,2026-05-07,,,,Full-time,Mid,4.0,"MySQL, Excel, ERP",linkedin,True
AI/ML Engineer,YO IT Consulting,Ho Chi Minh City,2026-05-03,,,,Full-time,Mid,,"Python, Machine Learning, Power BI, Tableau, Excel",linkedin,True
ERP/CRM Specialist,Masan Group,Ho Chi Minh City,2026-05-01,,,,Full-time,Mid,6.0,"Go, Agile, SAP, Security, ERP, CRM, Project Management, PMP",linkedin,True
Other,TELUS Digital Philippines,Hanoi,2026-04-08,,,,Full-time,Mid,,"Swift, Windows Server, Excel, Security",linkedin,True
Other,TELUS Digital,Hanoi,2026-05-01,,,,Full-time,Junior,,Swift,linkedin,True
IT Support,Levinci CO Ltd. - Software development & Outsourcing company,Ho Chi Minh City,2026-05-04,,,,Full-time,Mid,1.0,"Scala, Excel, CRM",linkedin,True
Other,Hoa Phat Group,Hanoi,2026-02-07,,,,Full-time,Mid,2.0,"Firewall, Security",linkedin,True
Consultant,Ricoh Vietnam,Hanoi,2026-04-17,,,,Full-time,Manager+,2.0,"Java, JavaScript, Go, Scala, .NET, AWS, Azure, GCP, SQL, MySQL, Windows Server, REST, API, ERP, CRM",linkedin,True
System/Network Admin,Life at Viettel Cyber Security,Hanoi,2026-04-08,,,,Full-time,Mid,2.0,"Python, Java, JavaScript, PHP, Perl, Docker, Jenkins, Linux, Unix, Windows Server, REST, Excel, Jira, Confluence, VMware, Hyper-V, Firewall, VPN, Security, Cybersecurity",linkedin,True
Other,Auxo Talent,Ho Chi Minh City,2026-05-05,,,,Contract,Mid,5.0,"ITIL, Active Directory, Networking, VPN",linkedin,True
Business Analyst,VnResource,Ho Chi Minh City,2025-12-09,,,,Full-time,Mid,,"Rust, .NET, Agile, AI, Excel, ERP",linkedin,True
IT Support,FPT Software,Hanoi,2026-05-01,,,,Full-time,Mid,2.0,"Scala, Jira, ITIL, Active Directory, Networking, VPN, ERP, CRM",linkedin,True
UI/UX Designer,The Value Maximizer,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"Rust, Scala, REST, Excel",linkedin,True
Sales/Presales,Acclime,Ho Chi Minh City,2026-04-10,,,,Full-time,Mid,,"Rust, Excel, Networking",linkedin,True
Other,Rikkeisoft,Hanoi,2026-05-05,,,,Full-time,Junior,,"Python, Java, .NET, Docker, Kubernetes, Azure, Terraform, Ansible, Jenkins, GitHub Actions, CI/CD, DevOps, Linux, Windows Server, Networking",linkedin,True
Sales/Presales,Romulus Digital,Ho Chi Minh City,2026-05-07,,,,Part-time,Mid,2.0,"Networking, CRM",linkedin,True
Fullstack/Software Engineer,Công ty Cổ phần Xây Dựng Hợp Lực,Other,2025-08-11,,,,Full-time,Mid,,Excel,linkedin,True
Security Engineer,Zalo,Ho Chi Minh City,2026-05-07,,,,Full-time,Junior,5.0,"SQL, Security",linkedin,True
Sales/Presales,SupportYourApp,Other,2026-04-17,,,,Contract,Mid,2.0,"Rust, REST, Excel, Jira, Security, CRM",linkedin,True
Other,Yum! Digital & Technology Vietnam,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,2.0,"Python, Scala, Docker, Kubernetes, AWS, Azure, GCP, Terraform, CI/CD, DevOps, REST, Machine Learning, AI, Excel",linkedin,True
Product Manager/Owner,CNK Consulting Vietnam,Hanoi,2026-04-08,,,,Full-time,Mid,3.0,Networking,linkedin,True
Other,Permate,Da Nang,1 year ago,,,,Full-time,Mid,2.0,"Agile, Scrum, AI, API",linkedin,True
Fullstack/Software Engineer,TotalEnergies,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,3.0,API,linkedin,True
Security Engineer,Terralogic,Ho Chi Minh City,2026-05-06,,,,Full-time,Senior,,"Excel, Salesforce, Firewall, Security, Cybersecurity, CRM",linkedin,True
Security Engineer,Confluence,Ho Chi Minh City,2026-05-01,,,,Full-time,Mid,2.0,"Scala, Excel, Confluence, ITIL",linkedin,True
Frontend Developer,DXC Technology,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,1.0,"Java, JavaScript, TypeScript, Angular, AI, HTML, CSS, Figma, Adobe, iOS, Android",linkedin,True
Fullstack/Software Engineer,GMO-Z.com RUNSYSTEM JSC.,Hanoi,2025-09-10,,,,Full-time,Mid,3.0,".NET, AWS, Azure, Terraform, Ansible, PostgreSQL, MySQL, Elasticsearch, Linux, Networking, Firewall, VPN, CRM",linkedin,True
Security Engineer,XSolar Energy,Ho Chi Minh City,2026-05-03,,,,Full-time,Manager+,2.0,,linkedin,True
Mobile Developer,GoTymeX,Ho Chi Minh City,2026-04-24,,,,Full-time,Intern,,"Swift, Kotlin, Git, Agile, REST, JUnit, iOS, Android",linkedin,True
AI/ML Engineer,Gameloft Saigon,Ho Chi Minh City,2026-05-06,,,,Internship,Intern,,"Python, REST, AI",linkedin,True
QA/Tester,Alphaway Technology,Hanoi,2026-05-07,,,,Full-time,Junior,2.0,API,linkedin,True
Project Manager,VnResource,Ho Chi Minh City,2026-01-08,,,,Full-time,Mid,5.0,"Rust, Agile, Scrum, AI, Excel, ERP, Project Management",linkedin,True
Consultant,SCC,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,,"Go, Scala, Azure, DevOps, Agile, Excel, Jira, Security, ERP, Project Management",linkedin,True
Business Analyst,Viettel AI,Hanoi,2026-05-01,,,,Full-time,Mid,2.0,"Machine Learning, AI",linkedin,True
Fullstack/Software Engineer,French Vietnamese School of Management (CFVG),Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,,,linkedin,True
Other,Stranger Soccer,Ho Chi Minh City,2026-05-06,,,,Part-time,Mid,,,linkedin,True
Frontend Developer,EPOS,Ho Chi Minh City,2026-03-09,,,,Full-time,Senior,4.0,"Scala, React, Agile, Scrum, React Native",linkedin,True
Business Analyst,Boston Consulting Group (BCG),Other,2026-05-04,,,,Full-time,Mid,,"Express, Excel",linkedin,True
Fullstack/Software Engineer,Ematic Solutions,Ho Chi Minh City,2026-05-05,,,,Internship,Mid,,"Java, JavaScript, Scala, REST, AI, API, SDK, Security, CRM",linkedin,True
AI/ML Engineer,Permate,Da Nang,1 year ago,,,,Full-time,Mid,2.0,"Java, JavaScript, Agile, Scrum, AI, HTML, CSS, Excel, CRM",linkedin,True
System/Network Admin,Adecco's Client Hiring,Ho Chi Minh City,2026-05-04,,,,Contract,Junior,,"Scala, AI, Firewall, VPN, Security",linkedin,True
Project Manager,VPBank,Hanoi,2026-04-17,,,,Full-time,Senior,10.0,"Agile, Scrum, Project Management, PMP",linkedin,True
Other,Tuyển Dụng 247,Ho Chi Minh City,2026-05-01,,,,Full-time,Mid,,Excel,linkedin,True
Project Manager,VMO,Hanoi,2026-04-24,,,,Full-time,Mid,5.0,"Agile, Scrum, Excel, Security, Cybersecurity, Project Management, PMP",linkedin,True
System/Network Admin,CMC Telecom,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,4.0,"AWS, SQL, Windows Server, REST, VMware, Security",linkedin,True
AI/ML Engineer,MTI Technology,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,1.0,"Python, Scala, Flask, FastAPI, DevOps, REST, Microservices, AI, Excel, API",linkedin,True
IT Manager,Swire Coca-Cola Vietnam,Ho Chi Minh City,2026-05-06,,,,Full-time,Manager+,5.0,"Scala, REST, AI, HTML, Excel, Project Management",linkedin,True
IT Manager,Circa Pharmacy,Ho Chi Minh City,2026-04-17,,,,Full-time,Junior,4.0,"Scala, Perl, AI, Networking",linkedin,True
Fullstack/Software Engineer,YO IT Consulting,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,,"Python, PHP, Scala, React, Node.js, .NET, Agile, Machine Learning, AI, Excel",linkedin,True
Consultant,TRG International,Ho Chi Minh City,2026-04-17,,,,Full-time,Mid,3.0,"Python, Java, Scala, AWS, SQL, API, Networking, Security, ERP",linkedin,True
Fullstack/Software Engineer,Wipro,Other,2026-04-24,,,,Full-time,Senior,,"Scala, Excel",linkedin,True
Frontend Developer,Avensys Consulting,Ho Chi Minh City,2026-05-06,,,,Contract,Mid,5.0,"Java, JavaScript, Rust, REST, HTML, CSS, Excel, Security",linkedin,True
AI/ML Engineer,Mindrift,Other,2026-05-03,,,,Part-time,Mid,4.0,"AI, SAP, ERP",linkedin,True
IT Manager,CAEX,Hanoi,2026-04-24,,,,Full-time,Mid,,Security,linkedin,True
Consultant,JobTest.vn,Ho Chi Minh City,2026-05-05,,,,Full-time,Junior,,Networking,linkedin,True
Cloud Engineer,BIDV (Bank for Investment and Development of Vietnam),Hanoi,2026-05-04,,,,Full-time,Senior,5.0,"Rust, AWS, Azure, Microservices, ITIL, VMware, Security",linkedin,True
Business Analyst,Permate,Da Nang,1 year ago,,,,Full-time,Mid,2.0,"Agile, Scrum, AI, Figma",linkedin,True
Fullstack/Software Engineer,Nghi Son Refinery and Petrochemical Limited Liability Company,Other,2026-02-07,,,,Internship,Mid,5.0,SQL,linkedin,True
Other,"Marvy Group, JSC",Ho Chi Minh City,2026-05-04,,,,Full-time,Mid,3.0,"REST, AI, Figma",linkedin,True
Security Engineer,Edupia,Hanoi,2026-05-07,,,,Full-time,Junior,,"API, Firewall, Security",linkedin,True
AI/ML Engineer,Noventiq Vietnam,Other,2026-04-24,,,,Internship,Mid,,"Python, Java, Machine Learning, AI, TensorFlow, PyTorch, Excel, Security, Cybersecurity",linkedin,True
IT Manager,Techvify,Other,2026-04-17,,,,Full-time,Mid,,"Python, Java, TypeScript, Go, Ruby, PHP, Scala, React, Vue, Node.js, .NET, AWS, Azure, Terraform, DevOps, Agile, Scrum, AI, Jira, Confluence, React Native, Flutter, Security, PMP",linkedin,True
IT Manager,RAKSUL Vietnam,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,,"AWS, Azure, GCP, Agile, Scrum",linkedin,True
System/Network Admin,Hoa Phat Group,Hanoi,2026-02-07,,,,Full-time,Mid,3.0,".NET, SQL, ERP",linkedin,True
Fullstack/Software Engineer,Eureka Robotics,Hanoi,2026-04-24,,,,Full-time,Mid,2.0,"Git, Linux, Deep Learning, AI, Excel, Project Management",linkedin,True
QA/Tester,DXC Technology Vietnam,Ho Chi Minh City,2026-04-17,,,,Full-time,Junior,,"Python, Java, CI/CD, Agile, REST, AI, HTML, CSS, SAP, ServiceNow, Security",linkedin,True
Other,Toloka Annotators,Other,2026-05-01,,,,Part-time,Mid,,AI,linkedin,True
Other,Inrestudio,Ho Chi Minh City,2026-05-06,,,,Full-time,Junior,,REST,linkedin,True
Other,Viettel AI,Hanoi,2026-04-08,,,,Full-time,Mid,7.0,"Python, SQL, REST, Machine Learning, Deep Learning, TensorFlow",linkedin,True
QA/Tester,VINFAST,Hanoi,2025-12-09,,,,Full-time,Junior,5.0,"Scala, Excel, Jira, Android",linkedin,True
Other,The Value Maximizer,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"Scala, React, Excel, CRM",linkedin,True
Other,USSH-VNUHCM I Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia TP.HCM,Da Nang,1 year ago,,,,Full-time,Mid,3.0,,linkedin,True
Cloud Engineer,YO IT Consulting,Hanoi,2026-05-03,,,,Full-time,Mid,,"Python, Scala, AWS, Terraform, Linux, Excel, Security",linkedin,True
Fullstack/Software Engineer,Hikrobot,Hanoi,2026-05-07,,,,Full-time,Intern,,,linkedin,True
Business Analyst,Damen,Other,2026-04-24,,,,Full-time,Mid,5.0,"SQL, Power BI, Excel, SAP, ERP",linkedin,True
Other,Life at Viettel Cyber Security,Hanoi,2026-04-08,,,,Full-time,Mid,2.0,"Python, Java, JavaScript, PHP, Perl, Docker, Jenkins, Redis, Elasticsearch, Kafka, Linux, Unix, REST, Microservices, Excel, Jira, Confluence, VMware, Hyper-V, Security, Cybersecurity",linkedin,True
Other,MSD,Other,2026-05-07,,,,Full-time,Mid,5.0,"Agile, Security, Cybersecurity",linkedin,True
Cloud Engineer,Masan Group,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,,"Scala, AWS, Azure, GCP, Networking, ERP",linkedin,True
Cloud Engineer,CMC Telecom,Hanoi,1 year ago,,,,Full-time,Mid,1.0,"AWS, Azure, GCP, Linux, VMware, Hyper-V, Security",linkedin,True
Other,IOM - UN Migration,Ho Chi Minh City,2026-05-05,,,,Full-time,Mid,,"Rust, Excel, Security, ERP",linkedin,True
Backend Developer,Permate,Da Nang,1 year ago,,,,Full-time,Mid,2.0,"Python, PHP, Node.js, AWS, PostgreSQL, MySQL, Git, CI/CD, Agile, Scrum, Microservices, AI, API, Security",linkedin,True
Data Engineer,Trustonic,Hanoi,2026-04-08,,,,Full-time,Senior,,"Python, Java, Go, Rust, Scala, AWS, SQL, Kafka, DevOps, Machine Learning, AI, TensorFlow, Tableau, Excel, API, Security",linkedin,True
Data Analyst,Innovature: AI-Driven Outsourcing Partner,Ho Chi Minh City,2026-05-07,,,,Full-time,Junior,,"Python, SQL, Tableau, Excel, Project Management",linkedin,True
IT Manager,Google,Ho Chi Minh City,2026-05-01,,,,Full-time,Mid,4.0,Android,linkedin,True
AI/ML Engineer,SPS,Ho Chi Minh City,2026-04-17,,,,Full-time,Junior,,"Python, Git, AI",linkedin,True
IT Manager,Ngân hàng SHB,Hanoi,2026-05-05,,,,Full-time,Mid,3.0,,linkedin,True
Frontend Developer,GoTymeX,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,,"Java, JavaScript, Scala, React, Git, CI/CD, DevOps, Agile, Scrum, REST, HTML, CSS, Tailwind, Excel",linkedin,True
Other,WEALLNET,Ho Chi Minh City,2 years ago,,,,Full-time,Mid,,"Go, Excel",linkedin,True
Sales/Presales,Vinova,Ho Chi Minh City,2026-05-06,,,,Full-time,Senior,3.0,"Rust, REST, AI, Excel, Security",linkedin,True
Sales/Presales,Coface,Ho Chi Minh City,2026-04-08,,,,Full-time,Senior,5.0,"REST, Networking",linkedin,True
IT Manager,SUNJIN VIỆT NAM,Other,1 year ago,,,,Full-time,Mid,10.0,,linkedin,True
System/Network Admin,SearchApi,Other,2025-12-09,,,,Full-time,Mid,,"Terraform, Linux, AI, API, Networking",linkedin,True
Frontend Developer,Momos,Ho Chi Minh City,2026-04-08,,,,Full-time,Senior,3.0,"React, Next.js, Node.js, Express, SQL, AI, Excel, React Native, Networking",linkedin,True
IT Manager,Prudential Vietnam Assurance Private Ltd.,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,,"AI, Excel, Security",linkedin,True
QA/Tester,Swif.ai,Other,2 years ago,,,,Full-time,Mid,,"Python, Agile, Scrum, Linux, AI, Excel, API, iOS, Android, Security",linkedin,True
IT Manager,Phu My Hung,Hanoi,2026-02-07,,,,Full-time,Mid,2.0,,linkedin,True
Other,TH School,Hanoi,2025-12-09,,,,Full-time,Mid,2.0,"REST, Excel",linkedin,True
Other,OptiSigns Inc.,Ho Chi Minh City,2026-05-06,,,,Full-time,Senior,,"Rust, Scala",linkedin,True
UI/UX Designer,Hasaki,Ho Chi Minh City,2026-05-06,,,,Full-time,Junior,2.0,Excel,linkedin,True
Project Manager,Hitachi Digital Services,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"Rust, Express, REST, Excel",linkedin,True
Project Manager,AMELA Technology,Hanoi,2026-05-04,,,,Full-time,Junior,3.0,"Agile, Scrum",linkedin,True
Data Analyst,Life at Viettel Cyber Security,Hanoi,2026-04-08,,,,Full-time,Mid,3.0,"Python, Java, JavaScript, Go, Angular, SQL, REST, AI, Power BI, Tableau, Security, Cybersecurity",linkedin,True
Consultant,VISTRA,Hanoi,2026-04-10,,,,Full-time,Junior,1.0,,linkedin,True
Solution Architect,Elitez India,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,10.0,"Go, Spring, Spring Boot, Jira, Selenium",linkedin,True
Embedded Engineer,VTI,Hanoi,2026-04-17,,,,Full-time,Mid,1.0,"AWS, PMP",linkedin,True
Other,Legal & Teaching Jobs for Foreign Teachers in Vietnam,Hanoi,2026-05-01,,,,Full-time,Mid,3.0,,linkedin,True
Other,MiTek,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,2.0,,linkedin,True
AI/ML Engineer,AweSM Sales and Marketing,Other,2026-05-05,,,,Full-time,Junior,,"Scala, AI, API",linkedin,True
Project Manager,TNHH Thời Trang Az Miền Bắc,Hanoi,2026-04-17,,,,Full-time,Mid,,,linkedin,True
Other,Herond Labs,Ho Chi Minh City,2026-05-07,,,,Full-time,Junior,3.0,"AI, Excel, Blockchain",linkedin,True
Other,SUNJIN VIỆT NAM,Other,1 year ago,,,,Full-time,Mid,1.0,,linkedin,True
Sales/Presales,FPT Telecom International,Hanoi,2025-05-13,,,,Full-time,Junior,,"AWS, VMware",linkedin,True
AI/ML Engineer,FireGroup Technology,Ho Chi Minh City,2026-05-05,,,,Full-time,Mid,,"TypeScript, Rust, React, Next.js, Node.js, AI, Tailwind, API",linkedin,True
IT Manager,SGS,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,4.0,,linkedin,True
Backend Developer,YO IT Consulting,Hanoi,2026-05-05,,,,Part-time,Mid,3.0,"Java, Scala, REST, GraphQL, AI, API, Security",linkedin,True
Security Engineer,AI Talent Search (SEA),Ho Chi Minh City,2026-05-05,25000000.0,37500000.0,VND,Full-time,Junior,1.0,"Rust, Security, Cybersecurity",linkedin,False
UI/UX Designer,Crossian,Hanoi,2026-05-08,,,,Full-time,Manager+,3.0,Excel,linkedin,True
Other,MonetizeMore,Hanoi,2026-03-09,,,,Full-time,Mid,4.0,"Rust, AI, Excel, Salesforce",linkedin,True
QA/Tester,Apple,Hanoi,2026-03-09,,,,Full-time,Mid,,"Scala, AI, Excel, Project Management",linkedin,True
IT Manager,Apple,Hanoi,2026-02-07,,,,Full-time,Mid,,"Excel, Project Management",linkedin,True
Other,Sellnity,Da Nang,2026-05-05,,,,Full-time,Mid,1.0,AI,linkedin,True
Data Analyst,Stride,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,,"Python, Java, SQL, MongoDB, AI, Power BI, Tableau, Excel, API, CRM",linkedin,True
Fullstack/Software Engineer,"KMS Technology, Inc.",Da Nang,2026-05-03,,,,Full-time,Junior,,"Java, Rust, React, Angular, Scrum, AI, Excel",linkedin,True
Business Analyst,BSS Commerce,Hanoi,2026-05-05,,,,Full-time,Mid,,"Agile, REST, Excel",linkedin,True
Cloud Engineer,Noventiq Vietnam,Other,2026-04-24,,,,Internship,Mid,,"Azure, Active Directory, Security, Cybersecurity",linkedin,True
AI/ML Engineer,Toloka Annotators,Other,2026-05-01,,,,Part-time,Mid,,AI,linkedin,True
UI/UX Designer,Rowboat Software,Ho Chi Minh City,2026-05-01,,,,Full-time,Junior,,"Scala, React, Vue, Agile, Scrum, REST, CSS, Excel, Figma, Sketch, Adobe, Cypress, iOS, Android",linkedin,True
Product Manager/Owner,McKinsey & Company,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,7.0,"Agile, Scrum, AI, Excel, Security, Cybersecurity, Project Management",linkedin,True
Project Manager,Spring CC,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,4.0,"Spring, REST, HTML, Excel, Adobe, Project Management",linkedin,True
AI/ML Engineer,Base Careers,Hanoi,2026-04-17,,,,Full-time,Mid,,"Scala, AI",linkedin,True
Project Manager,Endava,Ho Chi Minh City,2026-05-02,,,,Full-time,Mid,,"Agile, Scrum, REST, Excel, Jira, Project Management",linkedin,True
Project Manager,SmartDev,Hanoi,2026-05-01,,,,Full-time,Manager+,10.0,"Rust, Scala, Agile, Scrum, AI, Excel, PMP",linkedin,True
IT Support,CNK Consulting Vietnam,Hanoi,2026-04-24,,,,Full-time,Mid,5.0,"Agile, Excel",linkedin,True
Other,Thành Vinh Holdings,Ho Chi Minh City,2026-05-05,,,,Full-time,Junior,,,linkedin,True
Project Manager,CoderPush,Hanoi,2026-05-01,,,,Full-time,Senior,,"Scala, AWS, Agile, Scrum, REST, Excel, Security, Project Management, PMP",linkedin,True
Fullstack/Software Engineer,Axon,Ho Chi Minh City,2026-05-01,,,,Full-time,Junior,2.0,"Java, Go, Scala, REST, AI, Security",linkedin,True
Product Manager/Owner,Life at Viettel Cyber Security,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,3.0,"Java, JavaScript, REST, Microservices, Security",linkedin,True
Other,Reco Manpower - The leading HR solutions ecosystem in the IT sector,Hanoi,2026-05-01,,,,Full-time,Intern,,Excel,linkedin,True
Fullstack/Software Engineer,Fujitsu,Hanoi,2026-05-04,,,,Full-time,Junior,5.0,"Java, JavaScript, React, Angular, Vue, Spring, Spring Boot, SQL, NoSQL, MongoDB, PostgreSQL, Kafka, Linux, HTML, CSS, Project Management",linkedin,True
Solution Architect,Xspera,Other,2025-10-10,,,,Full-time,Mid,2.0,"Go, Scala, React, Angular, .NET, ASP.NET, SQL, DevOps, Excel, API, Security",linkedin,True
