job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
[PHENIKAA GROUP] CHUYÊN VIÊN QUẢN TRỊ HỆ THỐNG,PHENIKAA GROUP,,Hanoi,17000000.0,25000000.0,VND,1.0,"['Network and Infrastructure', 'Quản trị mạng', 'Network Administrator', 'Network Engineer', 'Network system', 'IT Network Supervisor', 'Quản trị hệ thống voice IP', 'Network Admin', 'IT Networking', 'Kỹ sư hệ thống mạng']",Full-time,Staff,2026-05-06,2026-06-05,"-Quản Lý Hệ Thống+ Duy trì và cập nhật hệ thống thông tin theo yêu cầu và tiêu chuẩn+ Đảm bảo tính ổn định và hiệu suất của hệ thống+ Thực hiện các bản sao lưu định kỳ để đảm bảo an toàn dữ liệu - Bảo Dưỡng và Nâng Cấp+ Thực hiện bảo dưỡng định kỳ và các nâng cấp hệ thống+ Đề xuất và triển khai các cải tiến để nâng cao hiệu suất và bảo mật- Giải Quyết Sự Cố: theo dõi và giải quyết sự cố hệ thống một cách nhanh chóng và hiệu quả- Bảo Mật Hệ Thống: Triển khai và duy trì các biện pháp bảo mật để đảm bảo an toàn của dữ liệu và hệ thống- Thực hiện kiểm tra và đánh giá rủi ro bảo mật định kỳ- Hỗ Trợ Người Dùng: Cung cấp hỗ trợ kỹ thuật cho người dùng về vấn đề liên quan đến hệ thống- Tạo và duy trì tài liệu hướng dẫn sử dụng hệ thống- Quản Lý Tài Nguyên: Theo dõi và quản lý tài nguyên hệ thống, bao gồm phần cứng và phần mềm

[Yêu cầu]
- Đại học trở lên;- Chuyên ngành Công nghệ thông tin, Khoa học máy tính, Kỹ thuật máy tính hoặc các chuyên ngành liên quan- Có kiến thức và kỹ năng chuyên sâu về quản trị hệ thống.QUYỀN LỢI:- Lương thưởng theo năng lực, thành tích công việc.- Tham gia các khóa đào tạo chuyên môn, kỹ năng mềm phát triển các mảng công việc- Tham gia các hoạt động tham quan, du lịch và team building gắn kết.- Bảo hiểm chăm sóc sức khỏe nâng cao cho bản thân và gia đình.- Có xe đưa đón từ nội thành Hà Nội - khu CNC",Laptop; Insurance; Travel,careerviet
Chuyên viên tích hợp dữ liệu (Junior),CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,,Hanoi,10000000.0,18000000.0,VND,1.0,"['Python', 'CI/CD', 'SQL', 'Kafka', 'ETL']",Full-time,Staff,2026-05-06,2026-05-16,"Tham gia trực tiếp vào hoạt động Tích hợp dữ liệu theo phạm vi các dự án từng thời kỳ.Tham gia quá trình thiết kế và quyết định kiến trúc của nền tảng dữ liệu, đảm bảo các giải pháp vận hành theo yêu cầu, hiệu quả và có khả năng mở rộng.Xử lý dữ liệu theo thời gian thực và theo lô, lựa chọn công nghệ phù hợp nhất đối với từng trường hợp.Hoàn thiện các tài liệu liên quan theo phạm vi phát triển.Được hướng dẫn và hỗ trợ bởi Senior trong việc thực hiện các công việc liên quan.Hỗ trợ tuân thủ các chính sách và tiêu chuẩn quản trị dữ liệu để đảm bảo việc tuân thủ và tính toàn vẹn của dữ liệu.

[Yêu cầu]
-           Ít nhất 1-2 năm kinh nghiệm làm việc với dữ liệu ngân hàng.-           Có kỹ năng tốt như: phân tích, đưa giải pháp để giải quyết các vấn đề.-           Có kinh nghiệm làm việc với các tập dữ liệu lớn, phức tạp và nhạy cảm-           Có kỹ năng giao tiếp và làm việc nhóm,-           Sử dụng thành thạo các công cụ ETL dữ liệu như: IBM Data Stage, Oracle ODI, Pentaho-           Có kinh nghiệm sử dụng các framework tính toán như Spark-           Sử dụng thành thạo SQL hoặc một trong các ngôn ngữ lập trình (Python, Scala)-           Kiến thức về các phương pháp và công cụ CI/CD.-           Kinh nghiệm thiết kế kiến trúc lakehouse, bao gồm các nền tảng như Apache Iceberg, Delta-           Có kinh nghiệm với các công nghệ xử lý dữ liệu theo thời gian thực (ví dụ: Apache Kafka, Amazon Kinesis).Ưu tiên:-           Có kinh nghiệm làm trong môi trường lĩnh vực tài chính - ngân hàngQuyền lợi được hưởng:Lương: 10 - 18tr (thỏa thuận theo kinh nghiệm và năng lực).Tháng lương thứ 13, 14, 15Thưởng dự án theo các dự án tham gia.Đặc biệt chia cổ tức cho cán bộ nhân viên theo lợi nhuận của công ty.Gói bảo hiểm sức khỏe tại các bệnh viện lớnTham gia các khóa đào tạo kỹ năng mềm phục vụ cho công việc.Thưởng các dịp lễ, Tết và team building hàng năm.Xét duyệt tăng lương 2 lần/năm.Được hưởng đầy đủ BHXH, BHYT và BHTN theo luật lao động Việt Nam hiện hành.Được làm việc trong một môi trường trẻ trung, năng động cùng với các chuyên gia hàng đầu trong nhiều lĩnh vực của công ty để học hỏi và phát triển hàng ngày.Cơ hội làm việc với các tập đoàn lớn: Tham gia các dự án lớn, làm việc với các khách hàng và đối tác uy tín trong ngành công nghệ trong và ngoài nước.",Laptop; Insurance; Travel,careerviet
Kỹ Sư Vận Hành Dịch Vụ,Công ty Cổ phần Tập đoàn Leeon Group,,Hanoi,10000000.0,15000000.0,VND,1.0,[],Full-time,Staff,2026-05-06,2026-05-20,"Quản trị vận hành hệ thống VOICE như: SBC, 3CX, Freeswitch, Kamailio, Asterisk, Autocall, Call Center …Hỗ trợ kỹ thuật dịch vụ cho khách hàng cá nhân, doanh nghiệp trong nước và quốc tế sử dụng các dịch vụ của công ty như SMS, VOICE, EID, EKYC,….Quản lý tài nguyên mạng, máy chủ, hạ tầng ảo hoá và hệ thống chạy dịch vụ khác.Nghiên cứu, thử nghiệm các giải pháp, dịch vụ và ứng dụng mới phục vụ hoạt động kinh doanh của công ty.Tham gia triển khai các hạ tầng CNTT theo yêu cầu của công ty.Thực hiện các công việc khác theo yêu cầu của Trưởng phòng.Thời gian làm việc: Làm việc theo ca. Nghỉ linh hoạt 2 ngày/tuần (Ca làm vào cuối tuần Thứ 7 và Chủ nhật có thể làm online, không cần đến văn phòng) Ca 1: 8h -17h Ca 2: 12h-20h

[Yêu cầu]
Tốt nghiệp Cao đẳng, Đại học, các khối ngành Điện tử viễn thông, CNTTCó hiểu biết về SIP Protocol.Có hiểu biết cơ bản về mạng nội bộ.Có hiểu biết về các giao thức mạng, bắt gói tin giao tiếp và đọc hiểu các tín hiệu.Ưu tiên ứng viên có kinh nghiệm vận hành hệ thống VoIP (hoặc đã từng làm việc với các tổng đài VoIP như Asterisk, FusionPBX, Freeswitch, Kamailio …).Ưu tiên ứng viên có các chứng chỉ về VoIP và có kinh nghiệm làm dịch vụ Voice.Nhiệt huyết, chịu khó, có tinh thần ham học hỏi.Kỹ năng giao tiếp, tư vấn, thuyết trình tốt là điểm cộng.Tiếng anh cơ bản.",Insurance; Travel; Uniform,careerviet
Chuyên Viên Phân Tích Nghiệp Vụ (IT BA),Công ty cổ phần phát triển công nghệ Y học Việt Nam - Nhật Bản,,Hanoi,,,VND,2.0,['Financial Analyst'],Full-time,Staff,2026-05-06,2026-05-16,"Phân tích nghiệp vụChịu trách quản trị tiến trình từ ý tưởng đến phát hành sản phẩm công nghệ tới người dùng cuối:- Tiếp nhận và chủ động khảo sát, thu thập yêu cầu từ Quản lý dự án, các bộ phận để đưa ra. Giải pháp đúng với mong muốn khách hàng- Tổng hợp thông tin, phân tích và xác định nhu cầu người dùng nội bộ và khách hàng bên ngoài- Khảo sát, đánh giá khả năng liên thông dữ liệu và tích hợp nghiệp vụ giữa hệ thống mới và hệ thống cũ- Xây dựng và tiến hành thẩm định BRD, FSD theo đúng yêu cầu nghiệp vụ kinh doanh- Phân tích thiết kế luồng UX/UI phù hợp với người dùng, sản phẩm và yêu cầu nghiệp vụPhối hợp với các bộ phận có liên quan để phát triển ứng dụng công nghệ mang tính hệ thống- Phối hợp với các bộ phận liên quan xuyên suốt vòng đời phát triển sản phẩm, đảm bảo output theo đúng yêu cầu thiết kế và phù hợp với nhu cầu sử dụng của người dùngTheo dõi, tổng hợp phân tích dữ liệu và hành vi người dùng với sản phẩm-Tổng hợp, báo cáo phân tích dữ liệu hệ thống theo nhu cầu-Tổng hợp, phân tích hành vi người dùng sản phẩm để đề xuất cải tiến trong các vòng phát triển tiếp theo.Hỗ trợ người dùng- Xây dựng, tổ chức các hoạt động về dịch vụ hỗ trợ người dùng.- Thực hiện hỗ trợ người dùng theo danh mục dịch vụ và thời gian cam kết với người dùng trong phạm vi phụ trách.- Tiếp nhận yêu cầu hỗ trợ sử dụng các dịch vụ CNTT từ các kênh khác nhau. Điều phối các yêu cầu tới các bộ phận chuyên môn chuyên trách để hỗ trợ người dùng.- Thực hiện đào tạo người sử dụng ứng dụng CNTT theo từng ứng dụng, phân hệ sử dụng được phân công.- Chuẩn bị tài liệu đào tạo về quy trình nghiệp vụ, hướng dẫn sử dụng phần mềm.

[Yêu cầu]
- Tốt nghiệp Đại học/Cao đẳng chuyên ngành CNTT, tài chính kế toán, kinh doanh, thương mại,…- Chứng chỉ liên quan đến nghiệp vụ BA (nếu có)- Có kinh nghiệm quản lý dự án- Có kinh nghiệm triển khai các dự án CNTT- Phân tích nghiệp vụ, kiểm thử- Có kinh nghiệm tối ưu hóa hệ thống phần mềm- Kỹ năng làm việc nhóm hiệu quả, phối hợp tốt với đồng nghiệp.",Insurance; Travel; Bonus,careerviet
R&D Strategy,Công ty Cổ phần Tập đoàn Meey Land,dự án,Hanoi,20000000.0,30000000.0,VND,1.0,[],Full-time,Team Lead / Supervisor,2026-05-06,2026-05-31,"Mục đích:Mey Network đang tìm kiếm một R&D Strategy. Vị trí này không chỉ dừng lại ở việc nghiên cứu mà còn tập trung vào việc hoạch định chiến lược sản phẩm, tối ưu hóa mô hình kinh tế (Tokenomics) và xây dựng lộ trình phát triển dài hạn nằm khẳng định vị thế dẫn đầu của Mey Real trên thị trường Web3.Hoạch định Chiến lược Sản phẩm (Product Roadmap):Xây dựng và quản lý lộ trình phát triển các sản phẩm trong hệ sinh thái (PTO, Secondary Market, Lending,...)Xác định các tính năng ưu tiên dựa trên xu hướng thị trường và năng lực công nghệTối ưu hóa Mô hình Kinh tế (Tokenomics Strategy):Thiết kế và tinh chỉnh cơ chế vận hành của token để đảm bảo tính thanh khoản, giá trị bền vững và lợi ích cho các bên tham giaĐề xuất các chiến lược Incentive (Khuyến Khích) để thúc đẩy sự tăng trưởng của cộng đồng và nhà đầu tưPhát triển Hệ sinh thái & Quan hệ Chiến thức:Tìm kiếm và thiết lập các mối quan hệ hợp tác với các đối tác hạ tầng Web3, quỹ đầu tư và các tổ chức tài chính truyền thốngTham mưu cho Ban Lãnh Đạo dự án về các cơ hội mới, thị trường mới để mở rộng quy mô dự ánPhân tích Thị Trường & Định vị:Đánh giá sâu các mô hình RWA toàn cầu và đề xuất các phương án ""Localize"" hoặc đổi mới sáng tạo để tạo lợi thế cạnh tranhĐịnh vị sản phẩm Mey Real trong các phân khúc thị trường mục tiêuQuản trị Rủi ro & Tuân thủ Chiến lược: Dự báo các rủi ro về thị trường, công nghệ và pháp lý để có các phương án ứng phó kịp thời.

[Yêu cầu]
Trình độ học vấn:Có ít nhất 1-2 năm kinh nghiệm trong mảng Chiến lược, R&D hoặc Phát triển sản phẩm trong lĩnh vực Fintech, Web3 hoặc Tài chínhKinh nghiệm:Khả năng phân tích dữ liệu và dự báo xu hướng thị trường nhạy bénKỹ năng thuyết trình và thuyết phục các nhà đầu tư/đối tác lớnTiếng Anh chuyên ngành xuất sắc (Đọc, viết và đàm phán)Kiến thức:Tư duy hệ thống (Systems Thinking) và khả năng hoạch định chiến lược xuất sắcHiểu biết sâu rộng về Blockchain, DeFi, Smart Contract và đặc biệt là lĩnh vực RWA",Insurance; Travel; Allowance,careerviet
Chuyên viên Phân tích Dữ liệu kinh doanh (senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,,Hanoi,25000000.0,35000000.0,VND,6.0,"['Cộng tác viên xử lý dữ liệu', 'Nhân viên xử lý dữ liệu', 'Data Mining', 'Data validation', 'Data analysis specialist', 'Data Processing', 'Data Processing Executive', 'Data Processing Specialist', 'Data Processing Officer']",Full-time,Team Lead / Supervisor,2026-05-06,2026-05-15,"-           Nghiên cứu, đề xuất và triển khai chiến lược phân tích dữ liệu để hỗ trợ quyết định chiến lược và hoạt động kinh doanh của tổ chức.-           Phân tích và đánh giá hiệu quả hoạt động kinh doanh, đề xuất các metrics và chỉ số định lượng để đo lường và theo dõi hiệu suất kinh doanh.-           Phân tích các nguồn dữ liệu phức tạp và lớn, từ các hệ thống nội bộ và bên ngoài, để tạo ra thông tin phân tích sâu về các mô hình kinh doanh và xu hướng thị trường.-           Phát triển và triển khai các hệ thống báo cáo và dashboard phân tích dữ liệu, đảm bảo tính nhất quán và chính xác của thông tin.-           Lãnh đạo các dự án phân tích dữ liệu kinh doanh, bao gồm xác định yêu cầu, thiết kế và triển khai các giải pháp, đồng thời quản lý tiến độ và chất lượng dự án.-           Nắm bắt và áp dụng các công nghệ và phương pháp mới nhất trong lĩnh vực phân tích dữ liệu kinh doanh, bao gồm Machine Learning và Artificial Intelligence

[Yêu cầu]
-           Có kinh nghiệm 6+ năm phân tích dữ liệu kinh doanh trong các dự án phức tạp và môi trường doanh nghiệp.-           Thành thạo việc sử dụng các công cụ và ngôn ngữ lập trình phổ biến như PowerBI, SQL, Python, R và các công cụ hỗ trợ phân tích dữ liệu.-           Sở hữu kiến thức sâu về xác suất thống kê, mô hình dữ liệu và thuật toán Machine Learning/Artificial Intelligence.-           Có kinh nghiệm làm việc trong lĩnh vực tài chính - ngân hàng hoặc các ngành công nghiệp khác có sử dụng dữ liệu phức tạp và nhạy cảm.-           Có khả năng lãnh đạo dự án và quản lý nhóm, đồng thời có khả năng giải quyết vấn đề và giao tiếp hiệu quả với các bên liên quan.-           Có kinh nghiệm xây dựng và triển khai các hệ thống báo cáo, data model và luồng ETL phức tạp.Quyền lợi được hưởng:Lương: 25 - 35 triệu (thỏa thuận theo kinh nghiệm và năng lực).Tháng lương thứ 13, 14, 15.Thưởng dự án theo các dự án tham gia.Đặc biệt chia cổ tức cho cán bộ nhân viên theo lợi nhuận của công ty.Tham gia các khóa đào tạo kỹ năng mềm phục vụ cho công việc.Thưởng các dịp lễ, Tết và team building hàng năm.Xét duyệt tăng lương 2 lần/năm.Được hưởng đầy đủ BHXH, BHYT và BHTN theo luật lao động Việt Nam hiện hành.Được làm việc trong một môi trường trẻ trung, năng động cùng với các chuyên gia hàng đầu trong nhiều lĩnh vực của công ty để học hỏi và phát triển hàng ngày.Cơ hội làm việc với các tập đoàn lớn: Tham gia các dự án lớn, làm việc với các khách hàng và đối tác uy tín trong ngành công nghệ trong và ngoài nước.",Laptop; Insurance; Travel,careerviet
Chuyên viên Phân tích dữ liệu kinh doanh (junior),CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,,Hanoi,10000000.0,20000000.0,VND,2.0,"['Data Analyst', 'Cộng tác viên xử lý dữ liệu', 'Nhân viên xử lý dữ liệu', 'Data Mining', 'Data validation', 'Data analysis specialist', 'Data Processing', 'Data Processing Executive', 'Data Processing Specialist', 'Data Processing Officer']",Full-time,Staff,2026-05-06,2026-05-15,"-           Nghiên cứu, đề xuất định hướng khai thác và phân tích dữ liệu theo kế hoạch và chiến lược của tổ chức-           Nghiên cứu, đề xuất các metrics đo lường hiệu quả hoạt động và kinh doanh tương ứng với các mục tiêu đề xuất-           Phát triển và vận hành các hệ thống báo cáo và phân tích theo nghiệp vụ tương ứngThực hiện các công việc quản trị dự án, quản trị tiến độ

[Yêu cầu]
-           Có kinh nghiệm 2+ năm về phân tích dữ liệu, thành thạo PowerBI, SQL, Python và các công cụ hỗ trợ phân tích dữ liệu-           Nắm vững kiến thức về xác suất thống kê, data model và nắm cơ bản các thuật toán ML/AIƯu tiên:-           Có kinh nghiệm làm trong môi trường lĩnh vực tài chính - ngân hàngCó kinh nghiệm vận hành hệ thống báo cáo, xây dựng và triển khai data model, quản trị luồng ETLQuyền lợi được hưởng:Lương: 10 - 20 triệu (thỏa thuận theo kinh nghiệm và năng lực).Tháng lương thứ 13, 14, 15Thưởng dự án theo các dự án tham gia.Đặc biệt chia cổ tức cho cán bộ nhân viên theo lợi nhuận của công ty.Tham gia các khóa đào tạo kỹ năng mềm phục vụ cho công việc.Thưởng các dịp lễ, Tết và team building hàng năm.Xét duyệt tăng lương 2 lần/năm.Được hưởng đầy đủ BHXH, BHYT và BHTN theo luật lao động Việt Nam hiện hành.Được làm việc trong một môi trường trẻ trung, năng động cùng với các chuyên gia hàng đầu trong nhiều lĩnh vực của công ty để học hỏi và phát triển hàng ngày.Cơ hội làm việc với các tập đoàn lớn: Tham gia các dự án lớn, làm việc với các khách hàng và đối tác uy tín trong ngành công nghệ trong và ngoài nước.",Laptop; Insurance; Travel,careerviet
Chuyên viên phân tích nghiệp vụ,Dalat Hasfarm,,Ho Chi Minh City,,,VND,5.0,['Financial Analyst'],Full-time,Team Lead / Supervisor,2026-05-06,2026-05-16,"Nghiên cứu và nắm vững toàn bộ chức năng, quy trình hoạt động của các phần mềm ứng dụng do MIS Team xây dựng và vận hành.Xây dựng, duy trì và cập nhật kịp thời tài liệu hướng dẫn sử dụng (user manual) cho từng nhóm người dùng. Cập nhật tài liệu kịp thời khi có thay đổi hoặc nâng cấp tính năng.Lên kế hoạch, tổ chức các buổi đào tạo phần mềm cho các phòng ban và hỗ trợ người dùng đảm bảo hệ thống được sử dụng hiệu quả.Chủ động thu thập ý kiến, ghi nhận và ưu tiên xử lý các lỗi hoặc yêu cầu cải tiến từ người dùng nội bộ.Làm việc trực tiếp với đội ngũ kỹ thuật để chuyển hóa yêu cầu nghiệp vụ thành yêu cầu kỹ thuật và tham gia kiểm thử (UAT).Hỗ trợ các bộ phận chuẩn hóa dữ liệu đầu vào/đầu ra, xây dựng template và xử lý chất lượng dữ liệu trước khi đưa vào hệ thống.Thực hiện các nhiệm vụ khác liên quan đến việc cải thiện hiệu quả kinh doanh và vận hành theo sự phân công.

[Yêu cầu]
Tốt nghiệp Đại học các ngành Quản trị Kinh doanh, Công nghệ Thông tin, Hệ thống Thông tin Quản lý hoặc các ngành liên quan.Tối thiểu 5 năm kinh nghiệm làm việc trong môi trường doanh nghiệp; hiểu rõ quy trình vận hành thực tế (sản xuất, kinh doanh, kế toán...).hành thạo Microsoft Excel, Google Sheets (công thức nâng cao, Google App Script) và các công cụ như LookerStudio, Canva..Tiếng Anh tốt (đọc, viết, giao tiếp thành thạo) trong môi trường quốc tế. Có khả năng soạn thảo tài liệu và trao đổi chuyên môn bằng tiếng Anh khi cần.Kỹ năng trình bày tốt, có khả năng lắng nghe, tổng hợp yêu cầu chính xác và làm việc độc lập cao.Ưu tiên ứng viên có tư duy hệ thống, từng tham gia dự án ERP/CRM hoặc có kinh nghiệm làm System Trainer.Quyền lợi:Lương thỏa thuận theo năng lực;Thưởng tháng 13 và thưởng KPIs năm theo mục tiêu đạt được;Hỗ trợ tiền ăn trưa, xăng xe, và tiền điện thoại theo yêu cầu thực tế của công việc;Nghỉ hưởng nguyên lương 12 ngày phép và 11 ngày Lễ, Tết/năm;Được nhận quà vào các dịp Tết, 8/3, 20/10, sinh nhật, Trung thu...Teambuilding hằng năm, khám sức khỏe định kỳ.Thời gian làm việc:45 giờ/tuần, từ thứ 2- sáng thứ 7.Địa điểm làm việc:56 Nơ Trang Long, Phường Bình Thạnh, Tp. Hồ Chí Minh",Insurance; Travel; Bonus,careerviet
Chuyên viên tích hợp dữ liệu (Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,,Hanoi,18000000.0,25000000.0,VND,3.0,"['Nhân Viên Phòng Kế Toán', 'Credit Accountant', 'Cán bộ tài chính kế toán', 'Accounting Executive', 'Accountant cum Office Admin', 'Accountant and Administrative Staff', 'Kế toán kho vận', 'Nhân viên kế toán nhà máy', 'Chuyên viên kế toán chuyên quản', 'Nhân viên kế toán vật tư']",Full-time,Team Lead / Supervisor,2026-05-06,2026-05-16,"-           Phối hợp với các bộ phận liên quan xây dựng phương án, kế hoạch triển khai hoạt động tích hợp dữ liệu đảm bảo tiến độ.-           Xử lý dữ liệu theo thời gian thực và theo lô, lựa chọn công nghệ phù hợp nhất đối với từng trường hợp.-           Sử dụng phương pháp làm việc Agile trong quá trình thiết kế và triển khai các giải pháp dữ liệu hiệu quả về chi phí và đồng bộ với mục tiêu tổ chức.-           Xây dựng phương án và kế hoạch dịch chuyển dữ liệu lên Cloud.-           Hợp tác trong việc xây dựng và kiểm thử các luồng dữ liệu với khả năng mở rộng.-           Hỗ trợ theo dõi và cải thiện hiệu suất và tính sẵn sàng của hệ thống dữ liệu, sử dụng các kỹ thuật khắc phục lỗi khi cần.

[Yêu cầu]
-           Ít nhất 3 năm kinh nghiệm làm việc trong lĩnh vực liên quan tới dữ liệu ngân hàng.-           Có kỹ năng tốt như: phân tích, đưa giải pháp để giải quyết các vấn đề.-           Kỹ năng giao tiếp tốt-           Có kinh nghiệm làm việc với Cloud (AWS/Azure/GCP)-           Có kinh nghiệm thiết kế kiến trúc lakehouse, bao gồm các công nghệ như Apache Iceberg, Delta-           Thành thạo ít nhất một trong các ngôn ngữ (Python/Scala/Java/SQL)-           Sử dụng thành thạo các công cụ ETL dữ liệu như: IBM Data Stage, Oracle ODI, Pentaho-           Có kinh nghiệm sử dụng các framework tính toán như Spark-           Kinh nghiệm về xây dựng kiến trúc, dịch chuyển hệ thống hoặc chuyển đổi các yêu cầu của khách hàng đưa lên đám mây.-           Sử dụng thành thạo các công cụ như CI/CD, GitLab, ..-           Hiểu biết về các phương pháp phát triển AgileƯu tiên:Có kinh nghiệm làm trong môi trường lĩnh vực tài chính - ngân hàngQuyền lợi được hưởng:Lương: 18 - 25tr/tháng (thỏa thuận theo kinh nghiệm và năng lực).Tháng lương thứ 13, 14, 15Thưởng dự án theo các dự án tham gia.Đặc biệt chia cổ tức cho cán bộ nhân viên theo lợi nhuận của công ty.Gói bảo hiểm sức khỏe tại các bệnh viện lớn.Tham gia các khóa đào tạo kỹ năng mềm phục vụ cho công việc.Thưởng các dịp lễ, Tết và team building hàng năm.Xét duyệt tăng lương 2 lần/năm.Được hưởng đầy đủ BHXH, BHYT và BHTN theo luật lao động Việt Nam hiện hành.Được làm việc trong một môi trường trẻ trung, năng động cùng với các chuyên gia hàng đầu trong nhiều lĩnh vực của công ty để học hỏi và phát triển hàng ngày.Cơ hội làm việc với các tập đoàn lớn: Tham gia các dự án lớn, làm việc với các khách hàng và đối tác uy tín trong ngành công nghệ trong và ngoài nước.",Laptop; Insurance; Travel,careerviet
Nhân Viên IT hỗ trợ vận hành phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,,Hanoi,13000000.0,17000000.0,VND,1.0,"['IT Engineer', 'IT Specialist', 'IT support', 'IT Supervisor', 'nhân viên tin học', 'IT Helpdesk', 'IT Officer', 'IT Executive', 'IT Staff', 'IT Administrator']",Full-time,Staff,2026-05-06,2026-05-15,"Weldcom tuyển Nhân viên IT vận hành phần mềm - làm việc tại Long Biên, Hà Nội- Hỗ trợ người dùng trong quá trình vận hành phần mềm ERP, các giải pháp phần mềm mã nguồn mở và các hệ thống liên quan.- Tiếp nhận, xử lý, theo dõi và phản hồi các yêu cầu/ sự cố phần mềm từ người dùng.- Phối hợp với nhà cung cấp phần mềm/đội phát triển để khắc phục lỗi và tối ưu hệ thống.- Thực hiện kiểm tra định kỳ, giám sát hiệu suất và đề xuất cải tiến hệ thống.- Hướng dẫn, đào tạo người dùng cuối (end-user) cách sử dụng phần mềm.- Hỗ trợ nhập liệu, cấu hình, và triển khai các module ERP khi có yêu cầu.

[Yêu cầu]
Tốt nghiệp Cao đẳng/Đại học chuyên ngành CNTT, Hệ thống thông tin, hoặc ngành liên quan.Có ít nhất 1–2 năm kinh nghiệm hỗ trợ vận hành phần mềm, ưu tiên ứng viên có kinh nghiệm với ERP (các module kế toán, bán hàng, mua hàng, kho, sản xuất, nhân sự…).Am hiểu quy trình nghiệp vụ doanh nghiệp là lợi thế.Có khả năng phân tích, xử lý sự cố và giao tiếp tốt với người dùng. Ưu tiên ứng viên biết SQL, Python, XML để hỗ trợ truy vấn dữ liệu hoặc tùy chỉnh hệ thống.Quyền lợi:Thu nhập: 13 - 17 triệuĐược tiếp cận lộ trình đào tạo bài bản trong thời gian thử việc. Thời gian đào tạo được tính công tác phí, vẫn tính lương và thâm niên như bình thường.Được tham gia chính sách phát triển nhân sự ưu việt: được cấp quỹ đào tạo hàng năm để chủ động tham gia các khóa học ngoài, được tham gia chương trình đào tạo inhouse.Bảo hiểm xã hội đóng trên 100% lương.Các chế độ phép năm, lễ tết,… theo đúng 100% quy định của pháp luật lao độngCác chế độ phúc lợi đầy đủ: Lễ tết hiếu hỉ được nhận tiền từ công đoàn, sinh nhật được nhận tiền mừng và quà tặngChính sách cho con công đoàn viênĐược làm việc trong một môi trường coi trọng người lao động, văn hóa doanh nghiệp rõ nét.Làm việc 5,5 ngày / tuần, nghỉ chiều thứ 7 và ngày chủ nhật",Insurance; Travel; Allowance,careerviet
