job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Senior Manager/ Senior Delivery Manager (Japanese N2+),NEC Vietnam,,Hanoi,,,VND,,"['Bridge Engineer', 'Japanese IT Communication', 'Strategy planning', 'Leadership', 'Japanese', 'Project Management']",Hybrid,Senior,2026-05-27,,,13th Salary + Excellent Bonus; Foreign Language Allowance (Up to 500USD/month); 19 days of paid leave + Premium Global Insurance,itviec
"Product Innovation & Strategy Manager (AI, Data-driven)",Smart Pay,,Ho Chi Minh City,,,VND,,"['Product Management', 'Data-driven', 'AI', 'Product strategy']",On-site,Manager,2026-05-27,,,,itviec
"Backend Developer (Java, C++, OOP, Spring Boot)",CÔNG TY CỔ PHẦN METAFORCE,,Hanoi,,,VND,,"['Java', 'Spring Boot', 'GitHub', 'OOP', 'C++', 'SQL']",On-site,,2026-05-27,,,,itviec
Staff Engineer,RAKSUL Vietnam,,Ho Chi Minh City,,,VND,,"['Ruby on Rails', 'Software Architecture', 'Spring Boot', 'Java', 'JavaScript', 'AWS']",Hybrid,,2026-05-27,,,Build high impact and high value products; Various types of projects available; Work with talented team members,itviec
AI Expert (Computer Vision/NLP/LLM),MB Bank,,Hanoi,,,VND,,"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",On-site,,2026-05-27,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
Senior AI Engineer (Computer Vision/NLP/LLM),MB Bank,,Hanoi,,,VND,,"['AI', 'Machine Learning', 'LLM', 'NLP', 'Computer Vision', 'Python']",On-site,Senior,2026-05-27,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
"Senior AI Expert (Machine Learning, Deep Learning, LLM)",MB Bank,,Hanoi,,,VND,,"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",On-site,Senior,2026-05-27,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
"AI Engineer (Fresher, Ứng viên chuẩn bị tốt nghiệp)",MB Bank,,Hanoi,,,VND,,"['AI', 'Machine Learning', 'Computer Vision', 'NLP', 'TensorFlow', 'Python']",On-site,Fresher,2026-05-27,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
AI Engineer (Computer Vision/NLP/LLM),MB Bank,,Hanoi,,,VND,,"['AI', 'Machine Learning', 'TensorFlow', 'NLP', 'Computer Vision', 'Python']",On-site,,2026-05-27,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
Principal QC Engineer,Titan DMS,,Ho Chi Minh City,,,VND,,"['Team Management', 'CI/CD', 'Automation Test', 'QA QC', 'Agile', 'English']",Hybrid,,2026-05-27,,,International environment - Onsite Opportinity; Premium Personal Health Insurance; 20 days Leave,itviec
"Java Backend Developer (Oracle, MySQL)",Transaction Technologies,,Ho Chi Minh City,,,VND,,"['Java', 'Database', 'OOP', 'NoSQL', 'Oracle', 'SQL']",On-site,,2026-05-27,,,Build cutting-edge financial technology solutions; Competitive salary & 100% salary on probation time; Global growth opportunities,itviec
[Hanoi] AI Native Platform Engineer,"MONEY FORWARD VIETNAM CO.,LTD",,Hanoi,,,VND,,"['DevOps', 'LLM', 'Cloud', 'AWS', 'AI', 'English']",Hybrid,,2026-05-27,,,"Hybrid working; Flexible time; Macbook Pro; L&D programs; 17 days off; 13.7 million B2C users; 140,000+ business customer",itviec
Senior Java Developer,VNGGames,,Ho Chi Minh City,,,VND,,"['Java', 'Golang']",On-site,Senior,2026-05-27,,,,itviec
Software Test Engineer (All Levels),KMS Technology,,"Ho Chi Minh City, Da Nang",,,VND,,"['Tester', 'A/B testing', 'Unit test', 'TestNG', 'Automation Test', 'English']",Hybrid,,2026-05-27,,,,itviec
AI Solutions Architect (Transformation Lead),KMS Technology,,"Ho Chi Minh City, Da Nang",,,VND,,"['Generative AI', 'LLM', 'AI', 'Solution Architecture', 'Software Architecture', 'English']",Hybrid,Senior,2026-05-27,,,,itviec
Staff Security Engineer,Parcel Perform,,Ho Chi Minh City,,,VND,,"['Security', 'AI', 'AWS']",Hybrid,,2026-05-27,,,,itviec
React Native Lead,KMS Technology,,"Ho Chi Minh City, Da Nang",,,VND,,"['React Native', 'Redux', 'GraphQL', 'JavaScript', 'JSON', 'English']",Hybrid,Manager,2026-05-27,,,,itviec
"Senior Data Scientist (MLE, Python, SQL, AI)",Ahamove,,Ho Chi Minh City,,,VND,,"['Machine Learning', 'Python', 'SQL', 'Data Engineer', 'AI', 'Data Science']",On-site,Senior,2026-05-27,,,,itviec
QA Engineer (Manual/ Automation) - Upto $3000,Ingenico Vietnam,,Hanoi,,75000000.0,VND,,"['Tester', 'Unit test', 'Integration test', 'A/B testing', 'Automation Test', 'English']",On-site,,2026-05-27,,,Work life balance & no OT; Great salary package & Performance bonus; Premium Health insurance for employee & family,itviec
Project / Program Manager (Automotive),MEGAZONE,,Hanoi,,,VND,,"['Project Management', 'English', 'Agile']",On-site,Manager,2026-05-27,,,,itviec
"Senior Consultant, Engineer - BEB",NAB Innovation Centre Vietnam,,Hanoi,,,VND,,"['Software Architecture', 'ReactJS', 'DevOps', 'Java']",Hybrid,Senior,2026-05-27,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
AppSec (DevOps/ DevSecOps) Engineer,Con Cưng,,Ho Chi Minh City,,,VND,,"['DevOps', 'DevSecOps', 'Cloud', 'AWS', 'Python', 'English']",On-site,,2026-05-27,,,,itviec
Senior Manager (Japanese Speaking),ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Project Management', 'Lean Project Management', 'Agile', 'Japanese IT Communication', 'Japanese', 'Software Architecture']",Hybrid,Senior,2026-05-27,,,Unparalleled Stability & Long-term Sustainability; Comprehensive C&B Package and International Perks; Flexible Hybrid Model and Balanced Culture,itviec
Senior IT Manager (Digital Transformation),Katalon,,Ho Chi Minh City,,,VND,,"['Leadership', 'ERP', 'LLM', 'Enterprise Architecture', 'API', 'AI']",On-site,Senior,2026-05-27,,,,itviec
"HR - Fullstack Developer (ERP Fusion, Java/ Python, AI)",Ngân Hàng Á Châu | ACB,,Ho Chi Minh City,,,VND,,"['Java', 'AI', 'Enterprise Architecture', 'Python', 'ERP', 'Oracle']",On-site,,2026-05-27,,,,itviec
Scrum Master,Simpson Strong-Tie Vietnam,,Ho Chi Minh City,,,VND,,"['Scrum', 'English', 'Jira', 'Agile']",Hybrid,,2026-05-27,,,,itviec
[Da Nang] Agile Delivery Manager,ONE Tech Stop Vietnam Company Ltd,,Da Nang,,,VND,,"['Project Management', 'Scrum', 'Agile']",On-site,Manager,2026-05-27,,,Performance Bonus; Premium insurance for family; Well-being allowance,itviec
Senior Cloud Engineer,Accenture,,Ho Chi Minh City,,,VND,,"['Cloud', 'GCP', 'Azure', 'Kubernetes', 'Terraform', 'Python']",Hybrid,Senior,2026-05-27,,,,itviec
Senior Data Analyst,FPT Digital,,Ho Chi Minh City,,,VND,,"['Tableau', 'Python', 'Big Data', 'Data Warehousing', 'SQL', 'Power BI']",On-site,Senior,2026-05-27,,,,itviec
Expert QA Engineer (Playwright) (Relocate to Singapore),Zuhlke Engineering Vietnam,,Other,,,VND,,"['Tester', 'Java', 'Automation Test', 'QA QC', 'Cypress', 'Playwright']",Hybrid,,2026-05-27,,,"Global company with regional and global clients; Competitive and well-rounded package; Work-life balance: 18 annual leaves, hybrid setup",itviec
Phát triển phần mềm ứng dụng (.Net/ Java/ PHP),VRB,,Hanoi,,,VND,,"['.NET', 'Java', 'API', 'Oracle', 'SQL', 'PHP']",On-site,,2026-05-27,,,,itviec
"Chuyên viên Hỗ trợ ứng dụng (Linux, Windows Server)",VRB,,Hanoi,,,VND,,"['Windows Server', 'SQL', 'Kubernetes', 'Docker', 'Unix', 'Linux']",On-site,,2026-05-27,,,,itviec
Chuyên viên Quản trị cơ sở dữ liệu (Data Engineer),VRB,,Hanoi,,,VND,,"['Data Engineer', 'Database', 'SQL', 'Unix', 'Linux', 'Business Analysis']",On-site,,2026-05-27,,,,itviec
Trưởng nhóm Computer Vision/AI Engineer (PyTorch),Vega Corporation,,Hanoi,,,VND,,"['AI', 'MLOps', 'Deep Learning', 'TensorFlow', 'PyTorch', 'Computer Vision']",On-site,,2026-05-26,,,"Môi trường làm việc thoải mái, nghỉ T7, CN. Ko OT; Tham gia bảo hiểm sức khỏe PTI; Review lương 2 lần/năm, phụ cấp thâm niên",itviec
Nhân Viên Kỹ Thuật (Systems Engineer),CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI ÁNH DƯƠNG,,Hanoi,,,VND,,"['System Admin', 'Cybersecurity', 'Microsoft SQL Server', 'Networking', 'Security']",On-site,,2026-05-26,,,,itviec
Mid/Sr Java Developer (English Required) - Up to 3200$,"Rakuten Fintech Vietnam Co., Ltd.",,Ho Chi Minh City,,,VND,,"['Java', 'Unit test', 'Spring Boot', 'Spring', 'SQL', 'English']",On-site,Senior,2026-05-26,,,Attractive Salary and Benefits; Working & growing with Passionate & Talented Team; Award: MVP for excellent Department/members,itviec
Senior AI Agent Engineer,CÔNG TY TNHH FINAN,,Ho Chi Minh City,,,VND,,"['AI', 'Golang', 'API', 'SQL', 'Python', 'LLM']",On-site,Senior,2026-05-26,,,,itviec
AI Technical Leader,FPT IS,,Hanoi,,,VND,,"['AI', 'Computer Vision', 'OCR', 'NLP', 'LLM']",Hybrid,,2026-05-26,,,,itviec
"Front-End Developer (ReactJS, React Native, JavaScript)",Rexy Technology,,Ho Chi Minh City,,,VND,,"['ReactJS', 'CSS 3', 'API', 'HTML5', 'JavaScript', 'React Native']",On-site,,2026-05-26,,,,itviec
C# Developer (AI-First),Scandinavian Software Park,,Hanoi,,,VND,,"['.NET', 'English', 'LLM', 'AI', 'API', 'C#']",On-site,,2026-05-26,,,"Global growth with experienced engineers; Innovative, balanced, creative culture; Competitive salary, benefits, training",itviec
[Hanoi] Senior Manager (Japanese N2+),NEC Vietnam,,Hanoi,,,VND,,"['Bridge Engineer', 'Japanese IT Communication', 'Strategy planning', 'Leadership', 'Japanese', 'Project Management']",Hybrid,Senior,2026-05-26,,,13th Salary + Excellent Bonus; Foreign Language Allowance (Up to 500USD/month); 19 days of paid leave + Premium Global Insurance,itviec
[Danang] Project Leader/ BrSE (Japanese N2+),NEC Vietnam,,Da Nang,,,VND,,"['Bridge Engineer', 'Japanese IT Communication', 'Angular', 'Java', 'Japanese', 'Project Management']",On-site,Manager,2026-05-26,,,13th Salary + Excellent Bonus; Foreign Language Allowance (Up to 500USD/month); 19 days of paid leave + Premium Health Insurance,itviec
Trưởng phòng Công nghệ Thị giác Máy tính,MB Bank,,Hanoi,,,VND,,"['Computer Vision', 'TensorFlow', 'PyTorch', 'Deep Learning', 'Machine Learning', 'AI']",On-site,,2026-05-26,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
"Test Developer (C#, Python, Linux, IP Networking)",Motorola Solutions,,Ho Chi Minh City,,,VND,,"['Python', 'Networking', 'PowerShell', 'C#', 'Linux']",On-site,,2026-05-26,,,,itviec
"Junior Test Developer (C#, Python, Linux, Networking)",Motorola Solutions,,Ho Chi Minh City,,,VND,,"['Python', 'C#', 'Networking', 'PowerShell', 'Linux']",On-site,Junior,2026-05-26,,,,itviec
"Software Test Lead/QA Lead (Test strategy, Full-stack)",KMS Technology,,Ho Chi Minh City,,,VND,,"['Strategy planning', 'Tester']",Hybrid,Senior,2026-05-26,,,,itviec
"Senior Fullstack Developer (NodeJS, TypeScript)",Gradion,,Ho Chi Minh City,,,VND,,"['Fullstack', 'Git', 'A/B testing', 'ReactJS', 'NodeJS', 'TypeScript']",On-site,Senior,2026-05-26,,,,itviec
Mid/Senior Microsoft AI / Power Platform Developer,SSTech,,Ho Chi Minh City,,,VND,,"['Power Automate', 'Power BI', 'Microsoft Azure SQL Database', 'English', 'Sharepoint']",On-site,Senior,2026-05-26,,,,itviec
"Automation Test Engineer (Python, Embedded)",LG Electronics Development Vietnam (LGEDV),,Hanoi,,,VND,,"['Tester', 'Agile', 'Embedded', 'Python']",On-site,,2026-05-26,,,,itviec
Lead Java Engineer,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Java', 'Spring Boot', 'Microservices', 'English']",On-site,Senior,2026-05-26,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
IT Governance,NGÂN HÀNG THƯƠNG MẠI TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG (GPBANK),,Hanoi,,,VND,,"['IT Governance', 'Security', 'Cybersecurity', 'DevSecOps', 'Cloud Security', 'ISO 27001']",On-site,,2026-05-26,,,,itviec
Senior Security Engineer,ITviec Recruitment Consulting,,"Ho Chi Minh City, Hanoi",,,VND,,"['Python', 'API', 'CI/CD', 'Security', 'DevSecOps', 'AWS']",Hybrid,Senior,2026-05-26,,,"Top European Firm, AI & Digital Bank Leaders; Attractive Pay, 13th Month & Performance Bonus; Hybrid Work, Premium Health & Extensive Leave",itviec
"Senior Data Architect ( Big Data, Data Warehousing)",PVcomBank,,Hanoi,,,VND,,"['System Architecture', 'Strategy planning', 'Data Warehousing', 'Big Data', 'Data modeling']",On-site,Senior,2026-05-26,,,,itviec
Java Developer,FE CREDIT,,Ho Chi Minh City,,,VND,,"['Java', 'BPMN', 'Oracle', 'J2EE', 'Database', 'OOP']",On-site,,2026-05-26,,,,itviec
Product Owner,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Product Owner', 'Agile', 'English']",Hybrid,,2026-05-26,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
"Tech Lead (MDM, Golang, Java, IOS)",RONTECH,,Ho Chi Minh City,,,VND,,"['Golang', 'Leadership', 'Team Management', 'Java']",On-site,Senior,2026-05-26,,,"Đóng BHXH – BHYT – BHTN trên lương đầy đủ.; Lương tháng 13, thưởng Tết và hiệu quả công việc.; Ngân sách học tập và đào tạo hằng năm.",itviec
Senior Product Owner (Business Analyst),One Mount Group,,Hanoi,,,VND,,"['Product Owner', 'User story', 'Scrum', 'ERP', 'Business Analysis', 'Agile']",On-site,Senior,2026-05-26,,,"Môi trường đẩy nhanh phát triển năng lực; Nơi quy tụ nhân tài người Việt trên toàn cầu; Văn hóa thành công, đề cao sáng kiến",itviec
Senior AIOps/MLOps Engineer - Nexus,NAB Innovation Centre Vietnam,,Hanoi,,,VND,,"['MLOps', 'Python']",Hybrid,Senior,2026-05-26,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
Senior Software Engineer (Java/NextJS/AI Native),HRS Group,,Ho Chi Minh City,,,VND,,"['Java', 'ReactJS', 'NextJS', 'AI', 'Python', 'English']",Hybrid,Senior,2026-05-26,,,,itviec
"Senior DevOps Engineer (Elixir, Golang, Python, AWS)",Onpoint,,Ho Chi Minh City,,,VND,,"['DevOps', 'Microservices', 'AWS', 'Python', 'Golang', 'Elixir']",On-site,Senior,2026-05-26,,,,itviec
"Database Developer (SQL, PostgreSQL, ETL, MongoDB)",VietFul,,Ho Chi Minh City,,,VND,,"['Database', 'MongoDB', 'ETL', 'PostgreSql', 'Big Data', 'SQL']",On-site,Fresher,2026-05-26,,,,itviec
"Security Administrator (Firewalls, Linux, Unix, SIEM)",OnePay,,Hanoi,,,VND,,"['Security', 'SIEM', 'Unix', 'Linux', 'Firewall']",On-site,,2026-05-26,,,,itviec
"[Hanoi] Senior Platform SRE (SRE, DevOps)","MONEY FORWARD VIETNAM CO.,LTD",,Hanoi,,,VND,,"['DevOps', 'Terraform', 'Kubernetes', 'Docker', 'Cloud', 'AWS']",Hybrid,Senior,2026-05-26,,,"Hybrid working; Flexible time; Macbook Pro; L&D programs; 17 days off; 13.7 million B2C users; 140,000+ business customer",itviec
AI Solution Architect- Up to 50M,Sunteco,,Hanoi,,,VND,,"['AI', 'API', 'LLM', 'Machine Learning', 'Docker', 'Kubernetes']",On-site,,2026-05-26,,,High Salary and Stock Option; Travel domestically and internationally; Gain high-scale system solutions & experience,itviec
IT Hardware Support,Saigon New Port,,Ho Chi Minh City,,,VND,,"['IT Support', 'Hardware Troubleshooting', 'Networking']",On-site,,2026-05-26,,,,itviec
Mid/Senior DevOps Engineer (AWS/Azure),Saigon Technology,,Ho Chi Minh City,,,VND,,"['DevOps', 'Azure', 'CI/CD', 'Kubernetes', 'PostgreSql', 'AWS']",Hybrid,Senior,2026-05-25,,,,itviec
Software Engineer (React-Native),Pizza Hut Digital & Technology,,Ho Chi Minh City,,,VND,,"['React Native', 'ReactJS', 'Mobile Apps', 'English']",Hybrid,,2026-05-25,,,Flexible Friday afternoon; 18 Annual Leave + 5 Recharge Days/ Year; Hybrid working model,itviec
IT Business Analyst Presales (BA Presales),EMESOFT,,Ho Chi Minh City,,,VND,,"['Business Analysis', 'Generative AI', 'Technology Roadmapping', 'Technical Writing', 'English', 'Presale']",On-site,,2026-05-25,,,"100% Salary during Probation period; 13th-month salary, performance bonus quartly; Healthcare Premium PVI",itviec
"Solution Architect (AWS, Azure, GCP, ERP, TOGAF)",FPT Digital,,"Ho Chi Minh City, Hanoi",,,VND,,"['AWS CloudFormation', 'ERP', 'AWS', 'TOGAF', 'GCP', 'Azure']",On-site,,2026-05-25,,,,itviec
Senior Manual Test Engineer (QA/QC),KMS Technology,,"Ho Chi Minh City, Da Nang",,,VND,,"['Tester', 'AI', 'Scrum', 'Automation Test', 'English']",Hybrid,Senior,2026-05-25,,,,itviec
Quality Control Engineer (Senior/Lead),EMESOFT,,Ho Chi Minh City,,,VND,,"['Tester', 'Scrum', 'Agile', 'Postman', 'Jira', 'SQL']",On-site,Senior,2026-05-25,,,"100% Salary during Probation period; 13th-month salary, performance bonus quartly; Healthcare Premium PVI",itviec
"Software & System Support Engineer (CRM, LMS, AI, API)",Công Ty TNHH CMMB Việt Nam,,Hanoi,,,VND,,"['System Admin', 'CRM', 'Linux', 'API', 'Cloud', 'AI']",On-site,Fresher,2026-05-25,,,"Môi trường sáng tạo và năng động; Thưởng nóng, thưởng quý, thưởng lương tháng 13; Lộ trình thăng tiến rõ ràng, review 6 tháng / lần",itviec
"Software Engineer (C, C++, Linux)",Motorola Solutions,,Ho Chi Minh City,,,VND,,"['Embedded C', 'OpenCV', 'Linux']",On-site,,2026-05-25,,,,itviec
Chuyên Gia xây dựng mô hình phát hiện gian lận,MB Bank,,Hanoi,,,VND,,"['Risk Management', 'VBA', 'Data Analysis', 'Data Science', 'R', 'SQL']",On-site,,2026-05-25,,,,itviec
