job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
QC Engineer (Tester/QA QC) for Web - Up to 1500$,Evolus/PlanV,,Ho Chi Minh City,,,VND,,"['Tester', 'Jira', 'QA QC', 'English']",On-site,,2026-05-18,,,Small Team Environment - we all write code; Product Development - design to deployment; Products you develop are promoted by NBC Sports,itviec
Software Engineer (AI Coding Agent/.Net/Java),OL Vietnam,,"Ho Chi Minh City, Hanoi",,,VND,,"['.NET', 'Java', 'AI', 'Software Architecture', 'SQL', 'English']",On-site,,2026-05-18,,,,itviec
Senior PHP Software Engineer (SaaS product),Rakus Vietnam Company,,Ho Chi Minh City,,,VND,,"['PHP', 'Technical Writing', 'PostgreSql', 'Solution Architecture', 'JavaScript']",On-site,Senior,2026-05-18,,,,itviec
Chuyên gia Phân tích dữ liệu (Senior Data Analyst),PVcomBank,,Hanoi,,,VND,,"['Data Analysis', 'Power BI', 'Cloud', 'SQL', 'Python']",On-site,Senior,2026-05-18,,,,itviec
Chuyên gia Kiến trúc giải pháp ứng dụng - Khối CNTT,PVcomBank,,Hanoi,,,VND,,"['Java', 'Spring', 'SQL']",On-site,,2026-05-18,,,,itviec
Senior Backend Engineer (Golang),Be Group,,Ho Chi Minh City,,,VND,,"['Golang', 'NodeJS', 'CI/CD', 'PostgreSql', 'System Architecture', 'Design Systems']",On-site,Senior,2026-05-17,,,,itviec
IT Security & Network Engineer,ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Cybersecurity', 'Security', 'Networking', 'English']",On-site,,2026-05-17,,,Attractive and Transparent Compensation & Bonuses; Comprehensive Healthcare and Employee Well-being; Professional Work Environment,itviec
Senior IT Infrastructure Engineer,ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Windows Server', 'English', 'Oracle', 'SQL', 'Linux']",On-site,Senior,2026-05-17,,,Attractive and Transparent Compensation & Bonuses; Comprehensive Healthcare and Employee Well-being; Professional Work Environment,itviec
IT Internal Auditor,ITviec Recruitment Consulting,,Hanoi,,,VND,,"['IT Audit', 'Data Analysis', 'Cybersecurity', 'SQL', 'Python', 'Database']",On-site,Manager,2026-05-17,,,Attractive and Transparent Compensation & Bonuses; Comprehensive Healthcare and Employee Well-being; Professional Work Environment,itviec
"Database Administrator (SQL, PostgreSQL, MariaDB)",Cadena Vietnam,,Ho Chi Minh City,,,VND,,"['Database', 'MariaDB', 'PostgreSql', 'Cloud', 'SQL', 'English']",On-site,,2026-05-17,,,,itviec
"Data Analyst - onsite tại thủ đô Vientiane, Laos",Công Ty Star Telecom (Unitel) - Trực Thuộc Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội Viettel,,"Hanoi, Other",,,VND,,"['Data Analysis', 'Power BI', 'SQL', 'Data Warehousing', 'Database']",On-site,,2026-05-17,,,,itviec
Project Leader – Japanese Communication,ISV Vietnam,,Ho Chi Minh City,,,VND,,"['JavaScript', 'Java', 'Japanese', '.NET', 'PHP', 'SQL']",On-site,Manager,2026-05-17,,,,itviec
Mainframe Technical Lead (COBOL/JCL/DB2) – Up to 60M,SoftRoad Việt Nam,,Hanoi,,,VND,,"['COBOL', 'IBM DB2', 'Oracle', 'SQL']",On-site,Manager,2026-05-17,,,,itviec
C# Developer (Rhino / Grasshopper / Revit Plugin) – 25M,CUBIC Architects - CÔNG TY CỔ PHẦN KIẾN TRÚC LẬP PHƯƠNG,,Hanoi,,,VND,,"['C#', 'English', 'OOP', '.NET']",On-site,,2026-05-17,,,,itviec
Chuyên Gia Quản Trị Cơ Sở Dữ Liệu (DBA),Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),,Hanoi,,,VND,,"['Oracle', 'Python', 'SQL', 'PostgreSql', 'Database']",On-site,,2026-05-17,,,,itviec
AI-Native Associate Product Manager (Japanese required),"MONEY FORWARD VIETNAM CO.,LTD",,"Ho Chi Minh City, Hanoi",,,VND,,"['Japanese', 'Scrum', 'Product Management', 'AI', 'Product Owner', 'English']",Hybrid,Manager,2026-05-17,,,"Hybrid working; Flexible time; Macbook Pro; L&D programs; 17 days off; 13.7 million B2C users; 140,000+ business customer",itviec
Security Operations (SecOps/SOC),MK Group,,Hanoi,,,VND,,"['DevSecOps', 'API', 'Splunk']",On-site,,2026-05-17,,,,itviec
Product Designer (UI/UX/AI),Flexspace Technologies Inc.,,Ho Chi Minh City,,,VND,,"['Product Design', 'AI', 'UI-UX', 'Product Management', 'English']",Hybrid,Fresher,2026-05-17,,,,itviec
Senior Delivery Manager (Japanese Speaking),ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Project Management', 'Agile', 'Japanese IT Communication', 'Japanese', 'Software Architecture', 'Lean Project Management']",Hybrid,Senior,2026-05-17,,,Unparalleled Stability & Long-term Sustainability; Comprehensive C&B Package and International Perks; Flexible Hybrid Model and Balanced Culture,itviec
Project Manager,Cloud Ace,,Hanoi,,,VND,,"['Project Management', 'Scrum', 'Leadership', 'English']",On-site,Manager,2026-05-17,,,,itviec
Senior Backend Engineer (Java/ Spring Boot),One Mount Group,,"Ho Chi Minh City, Hanoi",,,VND,,"['Java', 'Database', 'Algorithms', 'Spring Boot', 'Spring']",On-site,Senior,2026-05-17,,,"Môi trường đẩy nhanh phát triển năng lực; Nơi quy tụ nhân tài người Việt trên toàn cầu; Văn hóa thành công, đề cao sáng kiến",itviec
Solution Designer,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Software Architecture', 'ReactJS', 'Java', 'Microservices', '.NET', 'NodeJS']",Hybrid,,2026-05-17,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
Nhân Viên Kỹ Thuật (Systems Engineer),CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI ÁNH DƯƠNG,,Hanoi,,,VND,,"['System Admin', 'Cybersecurity', 'Microsoft SQL Server', 'Networking', 'Security']",On-site,,2026-05-17,,,,itviec
Kỹ Sư Triển Khai Hệ Thống/Giám Sát Dự Án (AutoCAD),"Southern Technology Development Company, Ltd",,Ho Chi Minh City,,,VND,,"['System Admin', 'Hardware Design', 'AutoCAD', 'Project Management']",On-site,,2026-05-16,,,,itviec
"Senior System Engineer (Linux, Windows Server, Cloud)",One Mount Group,,"Ho Chi Minh City, Hanoi",,,VND,,"['System Admin', 'CI/CD', 'Docker', 'Cloud', 'Windows Server', 'Linux']",On-site,Senior,2026-05-16,,,"Môi trường đẩy nhanh phát triển năng lực; Nơi quy tụ nhân tài người Việt trên toàn cầu; Văn hóa thành công, đề cao sáng kiến",itviec
Senior Backend Engineer (Java/Kotlin/Spring),NAVER VIETNAM,,Ho Chi Minh City,,,VND,,"['Java', 'Kubernetes', 'Microservices', 'Spring']",Hybrid,Senior,2026-05-16,,,,itviec
Mid/Senior Microsoft AI / Power Platform Developer,SSTech,,Ho Chi Minh City,,,VND,,"['Power Automate', 'Power BI', 'Microsoft Azure SQL Database', 'English', 'Sharepoint']",On-site,Senior,2026-05-16,,,,itviec
Lead Java Engineer,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Java', 'Spring Boot', 'Microservices', 'English']",On-site,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
Middle/Senior Java Engineer,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Java', 'Spring Boot', 'Microservices', 'Cloud', 'Spring']",Hybrid,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
"Automation Test Engineer (Python, Embedded)",LG Electronics Development Vietnam (LGEDV),,Hanoi,,,VND,,"['Tester', 'Agile', 'Embedded', 'Python']",On-site,,2026-05-16,,,,itviec
Delivery Lead (Technical Project Manager),NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Project Management', 'Software Architecture', 'Team Management', 'English', 'Product Management']",Hybrid,Manager,2026-05-16,,,,itviec
Senior Security Engineer,ITviec Recruitment Consulting,,"Ho Chi Minh City, Hanoi",,,VND,,"['Python', 'API', 'CI/CD', 'Security', 'DevSecOps', 'AWS']",Hybrid,Senior,2026-05-16,,,"Top European Firm, AI & Digital Bank Leaders; Attractive Pay, 13th Month & Performance Bonus; Hybrid Work, Premium Health & Extensive Leave",itviec
Senior Database Administrator (Oracle/PostgreSQL),NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['DBA', 'System Admin', 'PostgreSql', 'Database', 'Cloud', 'Oracle']",On-site,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
[Đà Nẵng] Senior/Leader AI Engineer (Machine Learning),VNEXT SOFTWARE,,Da Nang,,,VND,,"['AI', 'MLOps', 'Python', 'Computer Vision', 'Deep Learning', 'Machine Learning']",On-site,Senior,2026-05-16,,,Bảo hiểm sức khỏe 24/24 PVI Care; 13++ tháng lương/năm; Review tăng lương 2 lần/năm,itviec
Lead Solution Architect,ITviec Recruitment Consulting,,Ho Chi Minh City,,,VND,,"['Java', 'Kafka', 'API', 'Spring Boot', 'AI', 'CI/CD']",Hybrid,Manager,2026-05-16,,,"Top European Firm, AI & Digital Bank Leaders; Attractive Pay, 13th Month & Performance Bonus; Hybrid Work, Premium Health & Extensive Leave",itviec
Senior AIOps/MLOps Engineer - Nexus,NAB Innovation Centre Vietnam,,Hanoi,,,VND,,"['MLOps', 'Python']",Hybrid,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
Fullstack Developer | PHP | Python | JavaScript | SQL,CÔNG TY TNHH VANFU SOFTWARE VIỆT NAM,,Ho Chi Minh City,,,VND,,"['PHP', 'SQL', 'Git', 'ReactJS', 'JavaScript', 'Python']",On-site,,2026-05-16,,,,itviec
"Windows Application Developer (Qt, C++, OOP)~$2000",Ewoosoft Vietnam,,Hanoi,50000000.0,50000000.0,VND,,"['Windows', 'Database', 'OOP', 'C++', 'Mobile Apps']",On-site,,2026-05-16,,,,itviec
"Fullstack Software Engineer (TypeScript, GenAI, LLM)",PAPAYA INSURTECH,,Ho Chi Minh City,,,VND,,"['Fullstack', 'LLM', 'Generative AI', 'TypeScript']",On-site,,2026-05-16,,,,itviec
Senior/Lead Fullstack Developer,The One Digi Corp,,Ho Chi Minh City,,,VND,,"['PHP', '.NET', 'NodeJS', 'Python']",On-site,Senior,2026-05-16,,,"Lương cạnh tranh; Môi trường làm việc trẻ, thân thiện, chuyên nghiệp; Máy móc thiết bị tốt để phục vụ cho công việc",itviec
Senior Quality Engineer (Kitchen & Living Projects),LG Electronics Development Vietnam (LGEDV),,Hanoi,,,VND,,"['QA QC', 'C language', 'HTML5', 'SQL', 'Agile', 'English']",On-site,Senior,2026-05-16,,,Competitive salary & up-to 16-month income / year; Attractive allowances & benefits; Flexible working time with many company holidays,itviec
Senior Backend Engineer,Parcel Perform,,Ho Chi Minh City,,,VND,,"['Python', 'Kafka', 'Django']",Hybrid,Senior,2026-05-16,,,,itviec
"DevOps Engineer (Kubernetes, AWS, CI/CD)",OL Vietnam,,Ho Chi Minh City,,,VND,,"['DevOps', 'AI', 'Terraform', 'Kubernetes', 'Docker', 'AWS']",On-site,,2026-05-16,,,,itviec
Senior AI Engineer,URBOX,,Ho Chi Minh City,,,VND,,"['AI', 'Machine Learning', 'PostgreSql', 'MLOps', 'LLM', 'Python']",On-site,Senior,2026-05-16,,,,itviec
"Agentic AI Developer (Python, Prompt Engineering)",METUB Việt Nam,,Ho Chi Minh City,,,VND,,"['AI', 'Prompt Engineering', 'TypeScript', 'Python', 'PromiseKit']",On-site,,2026-05-16,,,Product: Exciting product; People: Passionate coworkers; Personal: Personal growth opportunities,itviec
"Analytics Engineer (Advanced SQL, Python, Data Analyst)",METUB Việt Nam,,Ho Chi Minh City,,,VND,,"['Data Engineer', 'Data Analysis', 'Python', 'Data Warehousing', 'SQL', 'Business Intelligence']",On-site,,2026-05-16,,,Product: Exciting product; People: Passionate coworkers; Personal: Personal growth opportunities,itviec
Senior IT Risks Management Specialist,MB Bank,,Hanoi,,,VND,,"['Risk Management', 'SQL', 'Power BI', 'Tableau', 'Data Analysis', 'Python']",On-site,Senior,2026-05-16,,,"Mức lương cạnh tranh, hấp dẫn; Môi trường làm việc chuyên nghiệp, thân thiện; Được làm việc với các hệ thống hiện đại, tiên tiến",itviec
Scrum Master,MTI TECHNOLOGY,,Ho Chi Minh City,,,VND,,"['Scrum', 'Agile']",Hybrid,,2026-05-16,,,Working in one of the Best Places to Work; Hybrid working and Flexible working hours; 13th-month salary and Performance bonus,itviec
Quality Assurance Engineer,MTI TECHNOLOGY,,Ho Chi Minh City,,,VND,,"['Automation Test', 'Playwright']",Hybrid,,2026-05-16,,,Working in one of the Best Places to Work; Hybrid working and Flexible working hours; 13th-month salary and Performance bonus,itviec
"Senior Data Engineer (Banking, Data Warehouse , AWS)",Mcredit - Công ty Tài chính TNHH MB Shinsei,,Hanoi,,,VND,,"['Data Engineer', 'AWS', 'Oracle', 'SQL']",On-site,Senior,2026-05-16,,,,itviec
Business Analyst,Hitachi Digital Services,,Ho Chi Minh City,,,VND,,"['English', 'Agile', 'Business Analysis', 'Scrum']",Hybrid,,2026-05-16,,,,itviec
Senior Performance Test Engineer,NAB Innovation Centre Vietnam,,Ho Chi Minh City,,,VND,,"['Gatling', 'Jmeter']",Hybrid,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
(HCM) (Senior) Data Engineer,One Mount Group,,Ho Chi Minh City,,,VND,,"['Python', 'Data Warehousing', 'Big Data']",On-site,Senior,2026-05-16,,,Top-Tier Talent and Mentorship; Attract salary & compensation; Building the digital infra for Vietnam’s economy,itviec
Senior Data Integration,NAB Innovation Centre Vietnam,,Hanoi,,,VND,,"['SQL', 'Databricks', 'NoSQL', 'Python']",Hybrid,Senior,2026-05-16,,,Very competitive remuneration package; Build products for millions of users in Australia; Hybrid and flexible working environment,itviec
Senior Salesforce Developer,Simpson Strong-Tie Vietnam,,Ho Chi Minh City,,,VND,,"['Salesforce', 'JavaScript', 'AWS', 'Fullstack', 'English', 'AI']",Hybrid,Senior,2026-05-16,,,,itviec
Middle Manual QC Engineer,Saigon Technology,,Da Nang,,,VND,,"['QA QC', 'Zephyr', 'API', 'English', 'Tester']",Hybrid,Middle,2026-05-16,,,,itviec
"Solution Architect (AWS, Azure, GCP, ERP, TOGAF)",FPT Digital,,"Ho Chi Minh City, Hanoi",,,VND,,"['AWS CloudFormation', 'ERP', 'AWS', 'TOGAF', 'GCP', 'Azure']",On-site,,2026-05-16,,,,itviec
Senior .NET Engineer - 24Hr Campaign,ELCA,,Ho Chi Minh City,,,VND,,"['.Net Core', 'SOLID Principles', 'Angular', 'C#', 'ASP.NET', 'English']",Hybrid,Senior,2026-05-16,,,,itviec
Android Developer (Kotlin / MVVM),MEGAZONE,,Hanoi,,,VND,,"['Android', 'MVVM', 'Figma', 'Kotlin']",On-site,,2026-05-15,,,,itviec
"Senior/Principal QA Hybrid (manual, automation)","MONEY FORWARD VIETNAM CO.,LTD",,Ho Chi Minh City,,,VND,,"['Automation Test', 'English', 'CI/CD', 'AI', 'Database', 'QA QC']",Hybrid,Senior,2026-05-15,,,"Hybrid working; Flexible time; Macbook Pro; L&D programs; 17 days off; 13.7 million B2C users; 140,000+ business customer",itviec
Senior Project Manager/Program Manager (RTE),Capgemini Vietnam,,Ho Chi Minh City,,,VND,,"['Project Management', 'Scrum', 'Agile', 'English']",On-site,Senior,2026-05-15,,,,itviec
Automation Tester (QA Engineer),GemCommerce,,Hanoi,,,VND,,"['Automation Test', 'Agile', 'Functional specifications', 'API', 'SQL']",On-site,,2026-05-15,,,,itviec
Android Developer (Middle - Senior) - Up to $3000,Ingenico Vietnam,,Hanoi,,75000000.0,VND,,"['Android', 'Python', 'English', 'Kotlin', 'Java']",On-site,Senior,2026-05-15,,,Work life balance & no OT; Great salary package & Performance bonus; Premium Health insurance for employee & family,itviec
"Chuyên gia an ninh mạng (Cybersecurity, Networking)",Trung tâm công nghệ thông tin MobiFone,,Hanoi,,,VND,,"['Cybersecurity', 'Zero Trust Architecture', 'Kubernetes', 'Windows Server', 'Linux', 'Networking']",On-site,,2026-05-15,,,"Môi trường làm việc năng động, chuyên nghiệp; Cơ hội thăng tiến cao trong công việc; Chế độ đãi ngộ và phúc lợi tốt",itviec
Solution Architect/ Technical Lead (Java/Golang),"MONEY FORWARD VIETNAM CO.,LTD",,Ho Chi Minh City,,,VND,,"['Golang', 'English', 'AI', 'Kotlin', 'TypeScript', 'Java']",Hybrid,Senior,2026-05-15,,,"Hybrid working; Flexible time; Macbook Pro; L&D programs; 17 days off; 13.7 million B2C users; 140,000+ business customer",itviec
[Ho Chi Minh] QA Engineer,ONE Tech Stop Vietnam Company Ltd,,Ho Chi Minh City,,,VND,,"['QA QC', 'Scrum', 'Tester', 'Salesforce', 'Agile', 'English']",On-site,,2026-05-15,,,13th month salary & Performance; Premium insurance for family; Well-being program,itviec
IT Core Banking Developer,ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Java', 'PostgreSql', 'MySQL', 'Spring Boot', 'Database', 'Python']",On-site,,2026-05-15,,,Attractive and Transparent Compensation & Bonuses; Comprehensive Healthcare and Employee Well-being; Professional Work Environment,itviec
IT Digital Banking Developer (Java/API),ITviec Recruitment Consulting,,Hanoi,,,VND,,"['Java', 'API', 'Mobile Apps', 'SQL', 'Spring Boot', 'JavaScript']",On-site,,2026-05-15,,,Attractive and Transparent Compensation & Bonuses; Comprehensive Healthcare and Employee Well-being; Professional Work Environment,itviec
Enterprise Architecture (Quản Trị Kiến Trúc),ABBANK,,Hanoi,,,VND,,"['Solution Architecture', 'Leadership', 'Software Architecture']",On-site,Manager,2026-05-15,,,,itviec
Giám đốc thiết kế & quản lý trải nghiệm số - Head of UX,ABBANK,,Hanoi,,,VND,,"['UI-UX', 'Adobe XD', 'Adobe', 'Sketch', 'Figma']",On-site,Manager,2026-05-15,,,,itviec
"IT Business Analyst (T24, banking, finance)",ABBANK,,Hanoi,,,VND,,"['Business Analysis', 'Data Analysis', 'Jira']",On-site,,2026-05-15,,,,itviec
"Software Engineer (C++, Embedded)",FUJIFILM Business Innovation Việt Nam,,Ho Chi Minh City,,,VND,,"['Embedded', 'Windows', 'Linux', 'C language', 'C++']",On-site,,2026-05-15,,,"Professional software development training; Long-Term Growth; Fulfilling Career at an ""interesting"" company",itviec
"Devops Manager (Cloud, Scurity)",ABBANK,,Hanoi,,,VND,,"['Cloud', 'Security', 'DevOps']",On-site,Manager,2026-05-15,,,,itviec
IT Business Analysis Partner Expert,ABBANK,,Hanoi,,,VND,,"['Business Analysis', 'English']",On-site,,2026-05-15,,,,itviec
"Solution Architect (Java, Backbase)",ABBANK,,Hanoi,,,VND,,"['Java', 'API', 'Docker', 'Solution Architecture', 'Cloud']",On-site,,2026-05-15,,,,itviec
Automation Tester (QA QC),ABBANK,,Hanoi,,,VND,,"['Automation Test', 'Tester', 'QA QC']",On-site,,2026-05-15,,,,itviec
"DevSecOps (Jenkins, gitlab)",ABBANK,,Hanoi,,,VND,,"['DevSecOps', 'GitLab', 'Jenkins', 'Networking', 'Security', 'DevOps']",On-site,,2026-05-15,,,,itviec
Chuyên Viên Vận Hành Ứng Dụng (Appops/ Window/ Linux),ABBANK,,Hanoi,,,VND,,"['Windows', 'Unix', 'Linux', 'Microservices']",On-site,,2026-05-15,,,,itviec
"Data Platform Operations (Database, Oracle)",ABBANK,,Hanoi,,,VND,,"['Database', 'CI/CD', 'ETL', 'Cloud', 'Oracle', 'SQL']",On-site,,2026-05-15,,,"Lương/ thưởng hấp dẫn; Cơ hội thăng tiến nghề nghiệp cao; Môi trường làm việc thân thiện, năng động",itviec
"AI Engineer (Python, Microservices, Docker)",ABBANK,,Hanoi,,,VND,,"['AI', 'Docker', 'Microservices', 'Python']",On-site,,2026-05-15,,,"Lương/ thưởng hấp dẫn; Cơ hội thăng tiến nghề nghiệp cao; Môi trường làm việc thân thiện, năng động",itviec
"Senior/Lead QA Engineer (QE, QC, Automation)",Pizza Hut Digital & Technology,,Ho Chi Minh City,,,VND,,"['QA QC', 'English', 'Leadership', 'Automation Test']",On-site,Senior,2026-05-15,,,Flexible Friday afternoon; 18 Annual Leave + 5 Recharge Days/ Year; Hybrid working model,itviec
"Storage System Engineer (Cloud, Redhat)",SVTIN,,Hanoi,,,VND,,"['Cloud', 'VMware', 'System Admin', 'Database', 'Redhat', 'Linux']",On-site,,2026-05-15,,,,itviec
Network Security Engineer,SVTIN,,Hanoi,,,VND,,"['Networking', 'Firewall', 'Security']",On-site,Fresher,2026-05-15,,,,itviec
"Server Infrastructure Engineer (Windows Servers, Linux)",SVTIN,,Hanoi,,,VND,,"['System Admin', 'Redhat', 'Linux', 'Windows Server', 'VMware']",On-site,,2026-05-15,,,,itviec
Infrastructure Security Engineer II - Cloud & DevSecOps,M_Service (MoMo),,Ho Chi Minh City,,,VND,,"['DevSecOps', 'CI/CD', 'Python', 'AWS', 'Docker', 'Kubernetes']",On-site,,2026-05-15,,,,itviec
IT Governance,NGÂN HÀNG THƯƠNG MẠI TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG (GPBANK),,Hanoi,,,VND,,"['IT Governance', 'ISO 27001', 'Security', 'Cybersecurity', 'DevSecOps', 'Cloud Security']",On-site,,2026-05-15,,,,itviec
Data Architecture Expert (Banking/Big Data),PVcomBank,,Hanoi,,,VND,,"['System Architecture', 'Governance, Risk & Compliance', 'Strategy planning', 'Data Warehousing', 'Big Data', 'Data modeling']",On-site,,2026-05-15,,,,itviec
Senior UX Engineer,Simpson Strong-Tie Vietnam,,Ho Chi Minh City,,,VND,,"['ReactJS', 'Figma', 'AI', 'TypeScript', 'NextJS', 'UI-UX']",Hybrid,Senior,2026-05-15,,,,itviec
"System Engineer (Windows, Linux, VMware)",CTCP SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG (CAEX),,Hanoi,,,VND,,"['Windows Server', 'System Architecture', 'System Admin', 'Networking', 'VMware', 'Linux']",On-site,,2026-05-15,,,Thưởng tháng 13; Thưởng hiệu quả kinh doanh; Bảo hiểm sức khoẻ cao cấp,itviec
Data Backup & Recovery Engineer (VMware & Windows),CTCP SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG (CAEX),,Hanoi,,,VND,,"['VMware', 'Networking', 'Information Security', 'Windows Server', 'System Admin']",On-site,,2026-05-15,,,Thưởng tháng 13; Thưởng hiệu quả kinh doanh; Bảo hiểm sức khoẻ cao cấp,itviec
