job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Lập Trình Viên MobileFlutter,Công ty Cổ phần MISA,3000+ employees,Hanoi,,35000000.0,VND,2.0,"['Công nghệ Thông tin', 'Software Engineering', 'Mobile Developer', 'Việc làm IT', 'Android', 'Flutter', 'Kotlin', 'Dart (flutter)', Java, AI, Power BI, Android, Flutter, Jira",Full-time,Staff,2026-05-22,2026-06-10,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
2 năm kinh nghiệm
Cao Đẳng trở lên
Tuổi 22 - 28
Xem chi tiết Yêu cầu
Quyền lợi:
Nghỉ thứ 7
Bảo hiểm xã hội
Khám sức khỏe định kỳ
Xem chi tiết Quyền lợi
Chuyên môn:
Mobile Developer
IT - Phần mềm
+2
Mô tả công việc
Tập đoàn MISA, thành lập năm 1994, là doanh nghiệp CNTT hàng đầu Việt Nam với hơn 500.000 khách hàng đơn vị, tổ chức (trong đó: 44.500 đơn vị HCSN và 20.000 cơ sở giáo dục trên toàn quốc) và gần 3,5 triệu cá nhân, hiện diện tại 22 quốc gia. MISA tiên phong phát triển Agentic AI và nền tảng AIaaS, cung cấp giải pháp số hóa cho doanh nghiệp, hộ kinh doanh và chính phủ giúp tối ưu vận hành, nâng cao hiệu quả và giảm tải thủ công cho tổ chức. Sứ mệnh của MISA là đồng hành cùng chính phủ, doanh nghiệp và cá nhân trong hành trình chuyển đổi số, khẳng định vị thế công nghệ Việt Nam trên quốc tế.
Mô tả công việc
Phát triển các sản phẩm của công ty trên nền tảng Android
Tìm hiểu, nghiên cứu các công nghệ mới theo định hướng phát triển của công ty
Yêu cầu ứng viên
- Tối thiểu
2 năm
kinh nghiệm
lập trình Flutter hoặc Android
, nắm được căn bản về OOP
- Sử dụng thành thạo các công cụ lập trình như Android Studio, Xcode
- Thành thạo một trong các ngôn ngữ Dart/Java core/Android
- Nắm vững các UI control, layout, có khả năng customize và tối ưu giao diện
- Có kinh nghiệm lập trình giao tiếp giữa mobile và server
- Có kinh nghiệm làm việc với database SQLite hoặc Core Data.
- Cẩn thận, ham học hỏi, tinh thần trách nhiệm cao trong công việc
Quyền lợi
Nền tảng vững chắc cho phát triển sự nghiệp, thăng tiến, quyền lợi
Lương cứng cạnh tranh. Thưởng năng suất dựa trên kết quả công việc từ 2 tháng lương.
Đánh giá review lương 2 lần/năm, thưởng sáng kiến...
Trợ cấp cơm trưa + gửi xe miễn phí
Huấn luyện “Hổ tướng”: chương trình đào tạo quản lý tài năng, bệ phóng trở thành Chiến tướng tinh nhuệ
Giải thưởng “Gấu vàng"": nơi tôn vinh những tài năng xuất sắc nhất
Gói chăm sóc sức khỏe toàn diện tại Medlatec, cháy hết mình tại các CLB theo sở thích, chương trình teambuilding, du lịch định kỳ
Tiên phong công nghệ, uy tín
MISA là doanh nghiệp CNTT xuất sắc nhất khu vực Châu Á - Châu Đại Dương. Tiên phong xuất khẩu giải pháp SaaS
TOP đầu doanh nghiệp CNTT tăng trưởng liên tục với quy mô nhân sự tăng 20%/năm, doanh thu tăng 15%/năm
Hội tụ hơn 4000 nhân tài cùng khát vọng đưa sản phẩm công nghệ “Make In Vietnam” vươn tầm quốc tế
Xây dựng niềm tin với 500.000 khách hàng là cơ quan nhà nước, doanh nghiệp, hộ kinh doanh và 3.5 triệu khách hàng cá nhân tại Việt Nam và 22 quốc gia trên thế giới.
Hơn 100 giải thưởng trong ngành CNTT trong nước và quốc tế
Môi trường thân thiện, chia sẻ, đồng hành
Kết nối tài năng: tập trung phát triển những con người có chung lý tưởng, mục tiêu, cùng trao giá trị và nhận thành công
Tư duy đột phá: môi trường tôn trọng sự khác biệt và đề cao sáng tạo, MISA-er được tự do phát triển các ý tưởng tiến bộ, cải tiến công việc
Công nghệ cao: trang bị máy tính làm việc, tối ưu hiệu suất công việc bằng ứng dụng công nghệ, phần mềm tự động (AMIS, Jira, Power BI, AI Marketing,...)
Nơi làm việc hạnh phúc: MISA mong muốn tạo một môi trường làm việc để bạn luôn cảm thấy hạnh phúc
Phụ cấp
Ăn trưa
Thiết bị làm việc
Được cấp Máy tính
Quyền lợi
Bảo hiểm xã hội, Khám sức khỏe định kỳ, Team building, Thưởng hiệu quả làm việc
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hà Nội:
Tầng 2, Toà N03T1, Khu đô thị Ngoại giao đoàn, Phường Xuân Đỉnh (quận Bắc Từ Liêm cũ)
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 10/06/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
Nhân Viên Tư Vấn/Sale Online/Chăm Sóc Khách Hàng(Game) - Thu Nhập Hấp Dẫn,Công Ty TNHH CNLGAMING,25-99 employees,Ho Chi Minh City,12000000.0,,VND,0.0,"['Kinh doanh/Bán hàng', 'Công nghệ Thông tin', 'Sales IT Phần mềm', 'Sales IT Phần mềm khác', 'Việc làm IT', 'Hiểu Biết Về Game Online'",Full-time,Staff,2026-05-22,2026-06-19,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
Không cần kinh nghiệm
Trung cấp trở lên
Xem chi tiết Yêu cầu
Chuyên môn:
Sales IT Phần mềm khác
B2C
Mô tả công việc
- Chat tư vấn, hướng dẫn người chơi trao đổi vật phẩm các tựa game PC quốc tế
- Thực hiện trao đổi vật phẩm với người chơi các tựa game quốc tế
- Ghi nhận, lưu hồ sơ các trao đổi vật phẩm thành công
- Cập nhật, báo cáo tiến độ các trao đổi đã diễn ra trong ca làm việc
Yêu cầu ứng viên
- Giao tiếp tiếng Anh cơ bản
- Khả năng giao tiếp tốt
- Ưu tiên ứng viên dưới 27 tuổi
- Thời gian làm việc lịch sẽ được công ty sắp xếp:
Làm việc theo ca, tại công ty (không làm việc online)
- Khung giờ chiều: 15h > 23h
- Khung giờ đêm: 23h >7h
LƯU Ý: Địa chỉ làm việc: Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức
Thu nhập
Thu nhập khi đạt 100% KPI:  Từ 12 triệu VND trở lên
Thu nhập tính theo tỷ lệ đạt KPI
Lương cứng không phụ thuộc doanh số
Quyền lợi
- Lương chính thức: 7 triệu.
- Lương part- time giờ tỉ lệ.
+ Làm việc trong khung giờ: 18h > 22h: lương nhân thêm 10%
+ Làm việc trong khung giờ: 22h > 8h: lương nhân thêm 30%
- Lương thử việc: 85% lương chính thức
+ x3 lương từ 7 đến 12 ngày lễ, tết trong năm.
+ Phép năm tích lũy
+ 6 tháng cộng thêm 1 bậc lương,
+ Thưởng Cuối năm + thưởng theo năng lực và thái độ sau 6 tháng làm việc
+ Thưởng nhân viên xuất sắc mỗi tháng, thưởng lễ, thưởng chuyên cần, thưởng profit
- Môi trường làm việc thoải mái, thân thiện...
- Được đào tạo kỹ năng giao tiếp, trao đổi, kỹ năng phát triển bản thân, tiếng Anh giao tiếp cơ bản
- Teambuilding
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hồ Chí Minh:
195-197 Nguyễn Thị Nhung, Phường Hiệp Bình (Thành phố Thủ Đức cũ)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 19/06/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
Chuyên ViênTelesales Phần Mềm(Upsale Khách Hàng Có Sẵn) - LCB Đến 15 Triệu,CÔNG TY TNHH WIN TECH SOLUTION,100-499 employees,Ho Chi Minh City,,25000000.0,VND,1.0,"['Kinh doanh/Bán hàng', 'Công nghệ Thông tin', 'Sales IT Phần mềm', 'Kinh doanh phần mềm', 'Việc làm IT', ERP, CRM",Full-time,Staff,2026-05-22,2026-06-30,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
1 năm kinh nghiệm
Trung học phổ thông (Cấp 3) trở lên
Phát âm chuẩn
Diễn đạt trôi chảy
Xem chi tiết Yêu cầu
Quyền lợi:
Có hỗ trợ Data
Xem chi tiết Quyền lợi
Chuyên môn:
Kinh doanh phần mềm
Thuế
IT - Phần mềm
B2C
B2B
Telesales
Mô tả công việc
Gọi điện chủ động (Outbound) cho tệp khách hàng được phân công: khảo sát sự hài lòng, nhắc gia hạn, tư vấn nâng cấp/bán chéo sản phẩm mới.
Tiếp nhận và xử lý nhanh các vướng mắc cơ bản của khách hàng (Inbound), hoặc chuyển ticket cho bộ phận Kỹ thuật.
Cập nhật đầy đủ lịch sử tương tác, phân loại ""độ ấm"" của khách hàng trên hệ thống CRM sau mỗi cuộc gọi.
Phối hợp với NVKD để chốt các deal phức tạp và nhận hoa hồng chia sẻ.
Yêu cầu ứng viên
Tốt nghiệp Cao đẳng/Đại học. Ưu tiên ngành Kinh doanh, CNTT, Quản trị.
Có ít nhất 6 tháng kinh nghiệm Telesales, CSKH có KPI doanh số, hoặc Hotline/Tổng đài. Ưu tiên mảng Phần mềm/SaaS/CNTT/Hóa đơn điện tử.
Giọng nói rõ ràng, thân thiện, tự tin. Kỹ năng xử lý từ chối và chốt sale qua điện thoại.
Chịu được áp lực gọi ra số lượng lớn (35-40 cuộc/ngày). Kiên trì, không ngại bị từ chối.
Thành thạo tin học văn phòng, có khả năng sử dụng CRM/ERP.
Thu nhập
Thu nhập khi đạt 100% KPI:  Đến 25 triệu VND
Thu nhập tính theo tỷ lệ đạt KPI
Lương cứng:  11 - 15 triệu VND
Lương cứng không phụ thuộc doanh số
Quyền lợi
Thu nhập: Lương cứng 11.000.000 - 15.000.000 VNĐ/tháng + Hoa hồng Upsale 30% (không giới hạn) + Thưởng nóng khi đạt mốc. Thu nhập thực tế trung bình 15 - 25+ triệu/tháng.
Lợi thế độc quyền: Công ty cung cấp sẵn tệp 50.000 data khách hàng đã từng mua dịch vụ. Không cần tự tìm kiếm khách hàng mới. Tỷ lệ chốt cực cao so với data lạnh.
Đào tạo: Được đào tạo bài bản về sản phẩm, kịch bản gọi điện, và kỹ năng Telesales trước khi bắt đầu.
Thăng tiến: Lộ trình rõ ràng lên Team Lead (sau 6 tháng) và Trưởng phòng CSKH.
Phúc lợi: BHXH đầy đủ, nghỉ phép, du lịch hàng năm, phụ cấp ca tối, môi trường công nghệ trẻ trung.
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hồ Chí Minh:
56 Quang Trung, Phường Tăng Nhơn Phú (Thành phố Thủ Đức cũ)
Thời gian làm việc
Hình thức: Toàn thời gian - xoay ca (6 ca/ tuần, 8h/ ca), nghỉ 1 ngày/ tuần
- Ca 1: 08h00 - 17h30, nghỉ trưa 12h - 13h30
- Ca 2: 15h00 - 00h00, nghỉ tối 19h - 20h00
Nếu ca làm việc rơi vào chủ nhật sẽ được tính tăng ca
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 30/06/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
SaleHunting - Web/App - Lương Cứng Không Phụ Thuộc Doanh Số - Làm Việc Tại Tp.Hồ Chí Minh(Cũ),CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ SỐ VN,25-99 employees,Ho Chi Minh City,10000000.0,30000000.0,VND,1.0,"['Kinh doanh/Bán hàng', 'Công nghệ Thông tin', 'Sales IT Phần mềm', 'Kinh doanh phần mềm', 'Việc làm IT', 'Kỹ năng giao tiếp', 'Kỹ năng đàm phán', 'Kỹ năng Thuyết phục', 'Kỹ Năng Lập Kế Hoạch Và Tổ Chức', 'Kỹ năng xây dựng mối quan hệ', '- Kỹ năng đàm phán, thương lượng'",Full-time,Staff,2026-05-22,2026-06-10,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
Dưới 1 năm kinh nghiệm
Cao Đẳng trở lên
Phát âm chuẩn
Diễn đạt trôi chảy
Xem chi tiết Yêu cầu
Quyền lợi:
Có hỗ trợ Data
Bảo hiểm xã hội
Du lịch hàng năm
Xem chi tiết Quyền lợi
Chuyên môn:
Kinh doanh phần mềm
Thương mại điện tử
Marketing / Quảng cáo
Quan hệ công chúng
B2B
B2C
Direct Sales
Telesales
Online Sales
Mô tả công việc
Tiếp nhận, sàng lọc danh sách khách hàng tiềm năng từ các chiến dịch Marketing để phân loại khách hàng có nhu cầu sử dụng dịch vụ để lấy thông tin cần thiết tư vấn dịch vụ.
Phối hợp với các bộ phận vận hành để làm kế hoạch, báo giá dịch vụ cho khách hàng sau đó tiến hành thương lượng ký hợp đồng.
Gọi điện thoại/ gửi email giới thiệu công ty và sản phẩm/ dịch vụ đến các khách hàng tiềm năng.
Thuyết phục khách hàng sử dụng sản phẩm/dịch vụ, tạo dựng lòng tin của khách hàng với doanh nghiệp.
Công ty hỗ trợ data sẵn
Địa chỉ làm việc:  Lầu 3, Toà Nhà D-Eyes, 371 Nguyễn Kiệm, Phường Hạnh Thông, Tp. HCM  Trong Trường Đại Học Gia Định) - Gò Vấp - Hồ Chí Minh
Yêu cầu ứng viên
Không yêu cầu kinh nghiệm.
Tốt nghiệp Cao Đẳng trở lên.
Yêu thích công việc bán hàng, giao tiếp với khách hàng
Năng động, cầu tiến, ham học hỏi, khả năng tập trung cao.
Biết sử dụng MS Office, Email, Mạng xã hội Facebook, Zalo, Skype.
Giao tiếp tốt, ngoại hình ưa nhìn là một lợi thế.
Thu nhập
Thu nhập khi đạt 100% KPI:  10 - 30 triệu VND
Thu nhập tính theo tỷ lệ đạt KPI
Lương cứng:  Từ 5 triệu VND trở lên
Lương cứng không phụ thuộc doanh số
Quyền lợi
Hỗ trợ Data khách hàng
Đào tạo học việc 01 tháng nếu chưa có kinh nghiệm.
Lương hỗ trợ học việc: 5.000.000 đ / tháng
Tổng thu nhập lên tới 30.000.000 đ/ tháng
Ký Hợp đồng sau thời gian thử việc.
Được đào tạo về kỹ năng về quy trình bán hàng
Tham gia Team Building, YEP Party hàng năm cùng công ty
Tham gia đầy đủ Bảo Hiểm Xã Hội và các phúc lợi khác do nhà nước quy định.
Làm việc trong môi trường năng động.
Xét thăng tiến sau 06 tháng làm việc.
Được đào tạo, nâng cao nghiệp vụ thường xuyên.
Phụ cấp
Cước điện thoại
Quyền lợi
Bảo hiểm xã hội, Du lịch hàng năm, Phụ cấp thâm niên, Thưởng tháng 13, Team building, Thưởng hiệu quả làm việc
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hồ Chí Minh:
Lầu 3, Toà Nhà D-Eyes, 371 Nguyễn Kiệm, Phường Hạnh Thông (quận Gò Vấp cũ)
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)
Chủ nhật nghỉ
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 10/06/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
Product Owner(PO),TỔNG CÔNG TY VIỄN THÔNG VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,500-1000 employees,Hanoi,,,VND,1.0,"['Công nghệ Thông tin', 'Product Management', 'Product Owner/Product Manager', 'Việc làm IT', 'Agile', 'Product management', 'Scrum/Agile', 'PO', 'User Story', 'Backlog', Agile, Scrum, ERP",Full-time,Staff,2026-05-22,2026-07-08,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
Dưới 1 năm kinh nghiệm
Đại Học trở lên
Tiếng Anh TOEIC 550
Xem chi tiết Yêu cầu
Quyền lợi:
Nghỉ thứ 7
Xem chi tiết Quyền lợi
Chuyên môn:
Product Owner/Product Manager
IT - Phần mềm
Mô tả công việc
• Làm việc với các bên liên quan để thu thập và phân tích yêu cầu sản phẩm
• Xây dựng roadmap, backlog và ưu tiên phát triển tính năng theo định hướng sản phẩm.
• Phối hợp với BA, Dev, Tester trong suốt quá trình triển khai sản phẩm.
• Theo dõi tiến độ phát triển và đảm bảo tính năng đáp ứng đúng mục tiêu nghiệp vụ.
• Phân tích hành vi người dùng và đề xuất cải tiến trải nghiệm sản phẩm.
• Tham gia nghiệm thu, đánh giá chất lượng và hiệu quả sau release.
• Nghiên cứu thị trường, đối thủ và xu hướng công nghệ để đề xuất định hướng phát triển phù hợp.
Yêu cầu ứng viên
• Có kinh nghiệm ở vị trí Product Owner/Product Manager/Business Analyst.
• Có tư duy sản phẩm và khả năng phân tích nghiệp vụ tốt.
• Có kinh nghiệm quản lý backlog, user story và làm việc theo Agile/Scrum.
• Có kỹ năng giao tiếp, điều phối và làm việc nhóm tốt.
• Có khả năng phân tích dữ liệu và đánh giá hiệu quả sản phẩm.
• Chủ động, trách nhiệm và có tư duy cải tiến liên tục.
• Ưu tiên ứng viên có kinh nghiệm sản phẩm ERP/POS/Bán hàng/SME.
Quyền lợi
Thời gian làm việc: 8h00 - 17h30 từ thứ 2 tới thứ 6
Mức lương thu hút và cạnh tranh, ứng viên thỏa thuận khi tham gia phỏng vấn
Chính sách thưởng hấp dẫn: thưởng theo tháng, thưởng quý, thưởng năm, ngày lễ Tết, ... theo quy định chung của Tập đoàn Viettel
Đóng BHXH, BHYT, BHTN theo quy định Nhà nước; khám sức khỏe định kỳ hàng năm
Cơ hội thăng tiến rõ ràng với nhiều cấp bậc
Cơ hội ứng tuyển thử sức đi học tập và làm việc tại nước ngoài theo các khóa ngắn hạn, dài hạn
Công việc luôn thay đổi, thách thức, không thỏa hiệp với sự lỗi thời.
Nghỉ dưỡng 3 ngày nguyên lương trong năm, hỗ trợ nghỉ dưỡng lên đến 9 triệu/ người
Tham gia các hoạt động thể thao văn hóa, team building, Ngày hội Sáng tạo, giải bóng đá, Viettel’s Got Talent, event quý, event năm, event ngày nghỉ lễ tết,...
Được thư giãn, khơi nguồn sáng tạo với Happy Time mỗi ngày
Thưởng thức bữa trưa được phục vụ ngay tại nơi làm việc, được chọn lọc bởi các chuyên gia dinh dưỡng.
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hà Nội:
Phường Giảng Võ (quận Ba Đình cũ)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 08/07/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
"GamePM (Project Manager) [Hà Nội] - Thu Nhập Cạnh Tranh, Hỗ Trợ Chi Phí Học Ngoại Ngữ, Cơ Hội Công Tác Tại Hàn Quốc",CÔNG TY TNHH NSTAGE VIỆT NAM,25-99 employees,Hanoi,,,VND,5.0,"['Công nghệ Thông tin', 'Thiết kế', 'Game Development', 'Nghệ thuật/Hoạt hình/Game', 'Game Design', 'Việc làm IT', 'Quản lý thời gian', 'Đàm phán', 'Giao tiếp', 'Quản Lý Đội Nhóm', 'Lãnh đạo', 'Giải quyết vấn đề', 'Quản Lý Rủi Ro', 'Lập Kế Hoạch Dự Án'",Full-time,Staff,2026-05-22,2026-06-30,"Chi tiết tin tuyển dụng
Gửi tôi việc làm tương tự
Gửi tôi việc làm tương tự
Yêu cầu:
5 năm kinh nghiệm
Đại Học trở lên
Xem chi tiết Yêu cầu
Quyền lợi:
Nghỉ thứ 7
Xem chi tiết Quyền lợi
Chuyên môn:
Game Design
IT - Phần mềm
Game
IT - Phần cứng và máy tính
+3
Mô tả công việc
NSTAGE : ​Fun ​Lives ​On
Nstage luôn ​không ngừng cung cấp ​những ​tựa game ​hấp dẫn, tràn ​đầy niềm ​vui ​dành cho ​người ​chơi ​toàn cầu.
Nếu ​bạn ​hứng thú với ​vai ​trò ​điều phối toàn ​bộ dự ​án, ​quản lý ​để quá ​trình ​phát triển và ​vận hành ​game diễn ra suôn sẻ, đồng thời phối hợp chặt chẽ với các bộ phận để cùng nhau nâng cao chất lượng sản phẩm và dịch vụ, đây chính là cơ hội dành cho bạn!
CÔNG VIỆC CHÍNH
Sắp xếp lịch trình và hỗ trợ các công việc phối hợp giữa các phòng ban trong xuyên suốt toàn bộ dự án
Theo dõi và quản lý liên tục tiến độ cũng như lịch trình phát triển
Quản lý các tài liệu liên quan đến dự án và sắp xếp danh sách asset
Yêu cầu ứng viên
Có tối thiểu 5 năm kinh nghiệm ở vị trí Operation PM hoặc Development PM
Có kinh nghiệm tham gia dự án game puzzle casual hoặc game idle
Có khả năng nhanh chóng nắm bắt đa dạng nhiều việc và sắp xếp một cách có hệ thống
Có kỹ năng giao tiếp và hợp tác tốt- Thành thạo công cụ phục vụ cho công việc như Notion, Spreadsheet...
Có tinh thần trách nhiệm cao và thái độ làm việc chủ động
Không gặp trở ngại với việc đi công tác nước ngoài
ƯU TIÊN:
Ứng viên giao tiếp thành thạo tiếng Anh hoặc tiếng Hàn
Quyền lợi
Nghỉ phép & ngày lễ: nghỉ phép năm và các ngày lễ theo quy định pháp luật, có ngày nghỉ hiếu, hỉ và ngày nghỉ phép đặc biệt
Chăm sóc sức khỏe & phúc lợi: khám sức khỏe định kỳ, cung cấp đồ ăn nhẹ cho nhân viên tại văn phòng
Hỗ trợ phí gửi xe máy
Thưởng Tết (tối đa 2 tháng lương)
Nhân viên sinh nhật được tan làm sớm
Workshop (1 lần/năm)
Cơ hội đi công tác Hàn Quốc
Hỗ trợ chi phí học ngoại ngữ
Địa điểm làm việc
(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
-
Hà Nội:
Tầng 12A, Tòa Hapulico Center Building, số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân (quận Thanh Xuân cũ)
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thời gian làm việc tự do, có thể đi làm trong thời gian 7:30 ~ 9:30
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm
Ứng tuyển
ngay dưới đây.
Ứng tuyển lại
Nhắn tin
Hạn nộp hồ sơ: 30/06/2026
Ứng tuyển ngay
Lưu tin
Báo cáo tin tuyển dụng: Nếu bạn thấy rằng tin tuyển dụng này không đúng hoặc có dấu hiệu lừa đảo,
hãy phản ánh với chúng tôi.",,topcv
